stage,floors,aspect,azimuth,x,y,tower_plate,tower_long,tower_short,podium_plate,podium_aspect,podium_x,podium_y,podium_az,new_fail,new_ok,coverage_m2,bcr_pct,gfa_m2,far_pct,height_m
G 용적률 민감도,45,2.0,150.0,194343.2,546968.7,313.2,25.03,12.51,0.0,0.0,0.0,0.0,52.0,53,47,351.7,3.74,14092,150.0,136.75
G 용적률 민감도,45,2.0,150.0,194307.2,546986.7,310.9,24.94,12.47,2200.0,1.6,194289.2,546950.7,52.0,53,37,2297.4,24.45,32882,350.0,136.75
F 정밀 미세조정,43,3.438,168.0,194305.2,546962.7,290.3,31.59,9.19,2800.0,1.6,194295.2,546944.7,52.0,53,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,4.531,160.5,194307.2,546954.7,290.3,36.27,8.0,2800.0,1.6,194295.2,546944.7,52.0,53,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,41,3.125,159.0,194309.2,546954.7,309.0,31.08,9.94,2800.0,1.6,194295.2,546944.7,52.0,53,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,3.125,159.0,194309.2,546954.7,319.3,31.59,10.11,2800.0,1.6,194295.2,546944.7,52.0,53,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,3.125,159.0,194309.2,546954.7,330.3,32.13,10.28,2800.0,1.6,194295.2,546944.7,52.0,53,43,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546986.7,361.3,26.88,13.44,0.0,0.0,0.0,0.0,52.0,53,57,402.7,4.29,14092,150.0,119.05
G 용적률 민감도,39,2.0,150.0,194325.2,546968.7,292.7,24.19,12.1,1500.0,1.6,194289.2,546932.7,52.0,53,46,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,45,3.0,165.0,194325.2,546986.7,417.6,35.39,11.8,0.0,0.0,0.0,0.0,52.0,54,55,465.7,4.96,18790,200.0,136.75
G 용적률 민감도,45,2.0,165.0,194271.2,546950.7,626.3,35.39,17.7,0.0,0.0,0.0,0.0,52.0,54,49,680.4,7.24,28185,300.0,136.75
F 정밀 미세조정,43,2.969,165.0,194305.2,546960.7,290.3,29.36,9.89,2800.0,1.6,194295.2,546944.7,52.0,54,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,2.969,165.0,194305.2,546960.7,299.4,29.81,10.04,2800.0,1.6,194295.2,546944.7,52.0,54,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,2.969,165.0,194305.2,546960.7,309.0,30.29,10.2,2800.0,1.6,194295.2,546944.7,52.0,54,44,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,2.969,165.0,194305.2,546960.7,319.3,30.79,10.37,2800.0,1.6,194295.2,546944.7,52.0,54,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,4.531,159.0,194309.2,546954.7,330.3,38.69,8.54,2800.0,1.6,194295.2,546944.7,52.0,54,42,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,150.0,194343.2,546968.7,361.3,26.88,13.44,0.0,0.0,0.0,0.0,52.0,54,46,402.7,4.29,14092,150.0,119.05
G 용적률 민감도,39,2.0,150.0,194343.2,546986.7,292.7,24.19,12.1,1500.0,1.6,194289.2,546932.7,52.0,54,43,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,2.0,150.0,194271.2,546932.7,722.7,38.02,19.01,0.0,0.0,0.0,0.0,52.0,54,38,780.7,8.31,28185,300.0,119.05
G 용적률 민감도,45,2.0,150.0,194325.2,546986.7,313.2,25.03,12.51,0.0,0.0,0.0,0.0,52.0,55,58,351.7,3.74,14092,150.0,136.75
G 용적률 민감도,45,2.0,165.0,194307.2,546968.7,417.6,28.9,14.45,0.0,0.0,0.0,0.0,52.0,55,62,461.9,4.92,18790,200.0,136.75
G 용적률 민감도,45,3.0,165.0,194325.2,546968.7,626.3,43.35,14.45,0.0,0.0,0.0,0.0,52.0,55,52,685.1,7.29,28185,300.0,136.75
F 정밀 미세조정,42,2.656,162.0,194307.2,546956.7,299.4,28.2,10.62,2800.0,1.6,194295.2,546944.7,52.0,55,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,39,2.969,165.0,194305.2,546960.7,330.3,31.32,10.55,2800.0,1.6,194295.2,546944.7,52.0,55,44,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546968.7,602.2,34.71,17.35,0.0,0.0,0.0,0.0,52.0,55,52,655.3,6.98,23488,250.0,119.05
G 용적률 민감도,39,3.0,150.0,194307.2,546968.7,292.7,29.63,9.88,1500.0,1.6,194289.2,546932.7,52.0,55,54,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,3.0,165.0,194325.2,546968.7,213.3,25.29,8.43,2200.0,1.6,194289.2,546950.7,52.0,55,33,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,45,2.0,150.0,194307.2,546986.7,376.7,27.45,13.72,1500.0,1.6,194289.2,546932.7,52.0,56,55,1580.6,16.82,28185,300.0,136.75
G 용적률 민감도,45,3.0,165.0,194325.2,546968.7,510.9,39.15,13.05,1500.0,1.6,194289.2,546932.7,52.0,56,45,1580.6,16.82,32882,350.0,136.75
G 용적률 민감도,39,2.0,150.0,194343.2,546986.7,361.3,26.88,13.44,0.0,0.0,0.0,0.0,52.0,56,47,402.7,4.29,14092,150.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546968.7,213.3,20.65,10.33,2200.0,1.6,194289.2,546950.7,52.0,56,31,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,39,2.0,150.0,194271.2,546932.7,616.6,35.12,17.56,1500.0,1.6,194289.2,546932.7,52.0,56,36,1580.6,16.82,32882,350.0,119.05
G 용적률 민감도,39,3.0,165.0,194307.2,546968.7,616.6,43.01,14.34,1500.0,1.6,194289.2,546932.7,52.0,56,53,1580.6,16.82,32882,350.0,119.05
G 용적률 민감도,45,2.0,150.0,194343.2,546968.7,417.6,28.9,14.45,0.0,0.0,0.0,0.0,52.0,57,46,461.9,4.92,18790,200.0,136.75
G 용적률 민감도,45,2.0,165.0,194325.2,546986.7,417.6,28.9,14.45,0.0,0.0,0.0,0.0,52.0,57,55,461.9,4.92,18790,200.0,136.75
G 용적률 민감도,45,2.0,165.0,194307.2,546950.7,242.5,22.02,11.01,1500.0,1.6,194289.2,546932.7,52.0,57,52,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,3.0,150.0,194325.2,546968.7,521.9,39.57,13.19,0.0,0.0,0.0,0.0,52.0,58,51,575.7,6.13,23488,250.0,136.75
G 용적률 민감도,45,2.0,150.0,194307.2,546968.7,242.5,22.02,11.01,1500.0,1.6,194289.2,546932.7,52.0,58,55,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,2.0,150.0,194325.2,546968.7,376.7,27.45,13.72,1500.0,1.6,194289.2,546932.7,52.0,58,46,1580.6,16.82,28185,300.0,136.75
G 용적률 민감도,45,3.0,150.0,194325.2,546986.7,376.7,33.62,11.21,1500.0,1.6,194289.2,546932.7,52.0,58,48,1580.6,16.82,28185,300.0,136.75
F 정밀 미세조정,43,2.656,163.5,194305.2,546958.7,290.3,27.77,10.45,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,4.531,160.5,194307.2,546954.7,299.4,36.83,8.13,2800.0,1.6,194295.2,546944.7,52.0,58,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,2.656,162.0,194307.2,546956.7,309.0,28.65,10.79,2800.0,1.6,194295.2,546944.7,52.0,58,44,2909.8,30.97,37580,400.0,124.95
G 용적률 민감도,39,3.0,165.0,194325.2,546986.7,481.8,38.02,12.67,0.0,0.0,0.0,0.0,52.0,58,53,533.5,5.68,18790,200.0,119.05
G 용적률 민감도,39,2.0,150.0,194325.2,546968.7,602.2,34.71,17.35,0.0,0.0,0.0,0.0,52.0,58,52,655.3,6.98,23488,250.0,119.05
G 용적률 민감도,39,3.0,150.0,194325.2,546968.7,454.7,36.93,12.31,1500.0,1.6,194289.2,546932.7,52.0,58,45,1580.6,16.82,28185,300.0,119.05
G 용적률 민감도,45,3.0,165.0,194307.2,546950.7,313.2,30.65,10.22,0.0,0.0,0.0,0.0,52.0,59,59,355.0,3.78,14092,150.0,136.75
G 용적률 민감도,45,3.0,150.0,194325.2,546986.7,417.6,35.39,11.8,0.0,0.0,0.0,0.0,52.0,59,54,465.7,4.96,18790,200.0,136.75
G 용적률 민감도,45,3.0,165.0,194289.2,546950.7,242.5,26.97,8.99,1500.0,1.6,194289.2,546932.7,52.0,59,49,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,2.0,165.0,194325.2,546968.7,626.3,35.39,17.7,0.0,0.0,0.0,0.0,52.0,59,52,680.4,7.24,28185,300.0,136.75
G 용적률 민감도,45,2.0,165.0,194325.2,546968.7,510.9,31.97,15.98,1500.0,1.6,194289.2,546932.7,52.0,59,46,1580.6,16.82,32882,350.0,136.75
F 정밀 미세조정,41,4.531,160.5,194307.2,546954.7,309.0,37.42,8.26,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,2.656,162.0,194307.2,546956.7,319.3,29.12,10.96,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,4.531,160.5,194307.2,546954.7,319.3,38.04,8.39,2800.0,1.6,194295.2,546944.7,52.0,59,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,2.656,162.0,194307.2,546956.7,330.3,29.62,11.15,2800.0,1.6,194295.2,546944.7,52.0,59,44,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546986.7,481.8,31.04,15.52,0.0,0.0,0.0,0.0,52.0,59,55,529.4,5.63,18790,200.0,119.05
G 용적률 민감도,39,2.0,150.0,194325.2,546968.7,213.3,20.65,10.33,2200.0,1.6,194289.2,546950.7,52.0,59,31,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,39,3.0,165.0,194271.2,546950.7,213.3,25.29,8.43,2200.0,1.6,194289.2,546950.7,52.0,59,31,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546968.7,843.1,41.06,20.53,0.0,0.0,0.0,0.0,52.0,59,50,905.7,9.64,32882,350.0,119.05
G 용적률 민감도,45,2.0,165.0,194325.2,546986.7,376.7,27.45,13.72,1500.0,1.6,194289.2,546932.7,52.0,60,49,1580.6,16.82,28185,300.0,136.75
F 정밀 미세조정,42,2.656,163.5,194305.2,546958.7,299.4,28.2,10.62,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,2.656,163.5,194305.2,546958.7,309.0,28.65,10.79,2800.0,1.6,194295.2,546944.7,52.0,60,44,2909.8,30.97,37580,400.0,124.95
G 용적률 민감도,39,3.0,165.0,194307.2,546950.7,361.3,32.92,10.97,0.0,0.0,0.0,0.0,52.0,60,59,406.2,4.32,14092,150.0,119.05
G 용적률 민감도,39,2.0,165.0,194307.2,546950.7,292.7,24.19,12.1,1500.0,1.6,194289.2,546932.7,52.0,60,52,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546986.7,454.7,30.15,15.08,1500.0,1.6,194289.2,546932.7,52.0,60,47,1580.6,16.82,28185,300.0,119.05
G 용적률 민감도,39,3.0,150.0,194343.2,546986.7,454.7,36.93,12.31,1500.0,1.6,194289.2,546932.7,52.0,60,39,1580.6,16.82,28185,300.0,119.05
G 용적률 민감도,39,3.0,150.0,194343.2,546968.7,213.3,25.29,8.43,2200.0,1.6,194289.2,546950.7,52.0,60,21,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,45,2.0,150.0,194325.2,546986.7,417.6,28.9,14.45,0.0,0.0,0.0,0.0,52.0,61,58,461.9,4.92,18790,200.0,136.75
G 용적률 민감도,45,2.0,150.0,194325.2,547004.7,242.5,22.02,11.01,1500.0,1.6,194289.2,546932.7,52.0,61,46,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,2.0,150.0,194271.2,546950.7,626.3,35.39,17.7,0.0,0.0,0.0,0.0,52.0,61,54,680.4,7.24,28185,300.0,136.75
G 용적률 민감도,45,3.0,150.0,194325.2,546968.7,730.7,46.82,15.61,0.0,0.0,0.0,0.0,52.0,61,50,794.1,8.45,32882,350.0,136.75
G 용적률 민감도,45,3.0,150.0,194325.2,546968.7,510.9,39.15,13.05,1500.0,1.6,194289.2,546932.7,52.0,61,44,1580.6,16.82,32882,350.0,136.75
F 정밀 미세조정,43,3.438,163.5,194305.2,546958.7,290.3,31.59,9.19,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,3.438,163.5,194305.2,546958.7,299.4,32.08,9.33,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,40,2.656,163.5,194305.2,546958.7,319.3,29.12,10.96,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,2.656,163.5,194305.2,546958.7,330.3,29.62,11.15,2800.0,1.6,194295.2,546944.7,52.0,61,44,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,150.0,194325.2,546986.7,481.8,31.04,15.52,0.0,0.0,0.0,0.0,52.0,61,55,529.4,5.63,18790,200.0,119.05
G 용적률 민감도,39,3.0,165.0,194307.2,546950.7,602.2,42.51,14.17,0.0,0.0,0.0,0.0,52.0,61,58,659.9,7.02,23488,250.0,119.05
G 용적률 민감도,39,3.0,165.0,194289.2,546932.7,292.7,29.63,9.88,1500.0,1.6,194289.2,546932.7,52.0,61,49,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,3.0,150.0,194271.2,546932.7,843.1,50.29,16.76,0.0,0.0,0.0,0.0,52.0,61,38,911.2,9.7,32882,350.0,119.05
G 용적률 민감도,45,2.0,165.0,194289.2,546950.7,313.2,25.03,12.51,0.0,0.0,0.0,0.0,52.0,62,57,351.7,3.74,14092,150.0,136.75
G 용적률 민감도,45,2.0,165.0,194307.2,546950.7,417.6,28.9,14.45,0.0,0.0,0.0,0.0,52.0,62,59,461.9,4.92,18790,200.0,136.75
G 용적률 민감도,45,3.0,165.0,194307.2,546950.7,417.6,35.39,11.8,0.0,0.0,0.0,0.0,52.0,62,58,465.7,4.96,18790,200.0,136.75
G 용적률 민감도,45,2.0,150.0,194307.2,546950.7,242.5,22.02,11.01,1500.0,1.6,194289.2,546932.7,52.0,62,52,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,2.0,165.0,194289.2,546932.7,242.5,22.02,11.01,1500.0,1.6,194289.2,546932.7,52.0,62,50,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,3.0,150.0,194307.2,546950.7,242.5,26.97,8.99,1500.0,1.6,194289.2,546932.7,52.0,62,53,1580.6,16.82,23488,250.0,136.75
G 용적률 민감도,45,2.0,165.0,194307.2,546950.7,376.7,27.45,13.72,1500.0,1.6,194289.2,546932.7,52.0,62,52,1580.6,16.82,28185,300.0,136.75
G 용적률 민감도,45,2.0,150.0,194325.2,546968.7,730.7,38.23,19.11,0.0,0.0,0.0,0.0,52.0,62,51,789.1,8.4,32882,350.0,136.75
F 정밀 미세조정,43,3.125,162.0,194305.2,546956.7,290.3,30.12,9.64,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,3.906,160.5,194305.2,546954.7,290.3,33.67,8.62,2800.0,1.6,194295.2,546944.7,52.0,62,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,4.531,162.0,194305.2,546956.7,290.3,36.27,8.0,2800.0,1.6,194295.2,546944.7,52.0,62,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,3.125,162.0,194305.2,546956.7,299.4,30.59,9.79,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,3.906,160.5,194305.2,546954.7,299.4,34.2,8.75,2800.0,1.6,194295.2,546944.7,52.0,62,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,4.531,162.0,194305.2,546956.7,299.4,36.83,8.13,2800.0,1.6,194295.2,546944.7,52.0,62,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,3.125,162.0,194305.2,546956.7,309.0,31.08,9.94,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,3.438,163.5,194305.2,546958.7,309.0,32.59,9.48,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,4.531,162.0,194305.2,546956.7,309.0,37.42,8.26,2800.0,1.6,194295.2,546944.7,52.0,62,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,3.125,162.0,194305.2,546956.7,319.3,31.59,10.11,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,3.438,163.5,194305.2,546958.7,319.3,33.13,9.64,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,3.125,162.0,194305.2,546956.7,330.3,32.13,10.28,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,3.438,163.5,194305.2,546958.7,330.3,33.7,9.8,2800.0,1.6,194295.2,546944.7,52.0,62,44,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194289.2,546950.7,361.3,26.88,13.44,0.0,0.0,0.0,0.0,52.0,62,54,402.7,4.29,14092,150.0,119.05
G 용적률 민감도,39,3.0,150.0,194289.2,546932.7,361.3,32.92,10.97,0.0,0.0,0.0,0.0,52.0,62,50,406.2,4.32,14092,150.0,119.05
G 용적률 민감도,39,3.0,150.0,194289.2,546932.7,292.7,29.63,9.88,1500.0,1.6,194289.2,546932.7,52.0,62,46,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,2.0,150.0,194325.2,546986.7,454.7,30.15,15.08,1500.0,1.6,194289.2,546932.7,52.0,62,48,1580.6,16.82,28185,300.0,119.05
G 용적률 민감도,39,2.0,165.0,194307.2,546950.7,454.7,30.15,15.08,1500.0,1.6,194289.2,546932.7,52.0,62,52,1580.6,16.82,28185,300.0,119.05
G 용적률 민감도,39,3.0,150.0,194325.2,546968.7,616.6,43.01,14.34,1500.0,1.6,194289.2,546932.7,52.0,62,43,1580.6,16.82,32882,350.0,119.05
G 용적률 민감도,45,3.0,150.0,194289.2,546932.7,313.2,30.65,10.22,0.0,0.0,0.0,0.0,52.0,63,50,355.0,3.78,14092,150.0,136.75
G 용적률 민감도,45,3.0,150.0,194289.2,546932.7,242.5,26.97,8.99,1500.0,1.6,194289.2,546932.7,52.0,63,46,1580.6,16.82,23488,250.0,136.75
F 정밀 미세조정,43,2.969,160.5,194305.2,546954.7,290.3,29.36,9.89,2800.0,1.6,194295.2,546944.7,52.0,63,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,3.438,159.0,194305.2,546954.7,290.3,31.59,9.19,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,2.969,160.5,194305.2,546954.7,299.4,29.81,10.04,2800.0,1.6,194295.2,546944.7,52.0,63,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,3.438,159.0,194305.2,546954.7,299.4,32.08,9.33,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,2.969,160.5,194305.2,546954.7,309.0,30.29,10.2,2800.0,1.6,194295.2,546944.7,52.0,63,44,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,3.906,160.5,194305.2,546954.7,309.0,34.74,8.89,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,2.969,160.5,194305.2,546954.7,319.3,30.79,10.37,2800.0,1.6,194295.2,546944.7,52.0,63,44,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,3.906,160.5,194305.2,546954.7,319.3,35.32,9.04,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,4.531,162.0,194305.2,546956.7,319.3,38.04,8.39,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,3.906,160.5,194305.2,546954.7,330.3,35.92,9.2,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,4.531,162.0,194305.2,546956.7,330.3,38.69,8.54,2800.0,1.6,194295.2,546944.7,52.0,63,43,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194289.2,546932.7,292.7,24.19,12.1,1500.0,1.6,194289.2,546932.7,52.0,63,49,1580.6,16.82,23488,250.0,119.05
G 용적률 민감도,39,3.0,165.0,194271.2,546932.7,213.3,25.29,8.43,2200.0,1.6,194289.2,546950.7,52.0,63,25,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,39,2.0,150.0,194271.2,546932.7,843.1,41.06,20.53,0.0,0.0,0.0,0.0,52.0,63,38,905.7,9.64,32882,350.0,119.05
G 용적률 민감도,39,2.0,165.0,194325.2,546968.7,375.3,27.4,13.7,2200.0,1.6,194289.2,546950.7,52.0,63,30,2297.4,24.45,32882,350.0,119.05
G 용적률 민감도,45,2.0,165.0,194289.2,546932.7,313.2,25.03,12.51,0.0,0.0,0.0,0.0,52.0,64,54,351.7,3.74,14092,150.0,136.75
G 용적률 민감도,45,2.0,165.0,194325.2,546986.7,521.9,32.31,16.15,0.0,0.0,0.0,0.0,52.0,64,52,571.4,6.08,23488,250.0,136.75
G 용적률 민감도,45,3.0,165.0,194307.2,546950.7,521.9,39.57,13.19,0.0,0.0,0.0,0.0,52.0,64,58,575.7,6.13,23488,250.0,136.75
G 용적률 민감도,45,3.0,165.0,194307.2,546950.7,626.3,43.35,14.45,0.0,0.0,0.0,0.0,52.0,64,58,685.1,7.29,28185,300.0,136.75
G 용적률 민감도,45,3.0,165.0,194289.2,546950.7,376.7,33.62,11.21,1500.0,1.6,194289.2,546932.7,52.0,64,48,1580.6,16.82,28185,300.0,136.75
F 정밀 미세조정,43,2.656,159.0,194305.2,546954.7,290.3,27.77,10.45,2800.0,1.6,194295.2,546944.7,52.0,64,44,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,2.969,159.0,194307.2,546954.7,290.3,29.36,9.89,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,3.125,160.5,194307.2,546954.7,290.3,30.12,9.64,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,43,3.906,159.0,194307.2,546954.7,290.3,33.67,8.62,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,130.85
F 정밀 미세조정,42,2.656,159.0,194305.2,546954.7,299.4,28.2,10.62,2800.0,1.6,194295.2,546944.7,52.0,64,44,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,2.969,159.0,194307.2,546954.7,299.4,29.81,10.04,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,3.125,160.5,194307.2,546954.7,299.4,30.59,9.79,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,42,3.906,159.0,194307.2,546954.7,299.4,34.2,8.75,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,127.9
F 정밀 미세조정,41,2.656,159.0,194305.2,546954.7,309.0,28.65,10.79,2800.0,1.6,194295.2,546944.7,52.0,64,44,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,2.969,159.0,194307.2,546954.7,309.0,30.29,10.2,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,3.125,160.5,194307.2,546954.7,309.0,31.08,9.94,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,3.438,159.0,194305.2,546954.7,309.0,32.59,9.48,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,41,3.906,159.0,194307.2,546954.7,309.0,34.74,8.89,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,124.95
F 정밀 미세조정,40,2.969,159.0,194307.2,546954.7,319.3,30.79,10.37,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,3.125,160.5,194307.2,546954.7,319.3,31.59,10.11,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,40,3.906,159.0,194307.2,546954.7,319.3,35.32,9.04,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,122.0
F 정밀 미세조정,39,2.969,159.0,194307.2,546954.7,330.3,31.32,10.55,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,2.969,160.5,194305.2,546954.7,330.3,31.32,10.55,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,3.125,160.5,194307.2,546954.7,330.3,32.13,10.28,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,3.906,159.0,194307.2,546954.7,330.3,35.92,9.2,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,119.05
F 정밀 미세조정,39,4.531,160.5,194307.2,546954.7,330.3,38.69,8.54,2800.0,1.6,194295.2,546944.7,52.0,64,43,2909.8,30.97,37580,400.0,119.05
G 용적률 민감도,39,2.0,165.0,194289.2,546932.7,361.3,26.88,13.44,0.0,0.0,0.0,0.0,52.0,64,53,402.7,4.29,14092,150.0,119.05
G 용적률 민감도,39,3.0,165.0,194307.2,546968.7,722.7,46.56,15.52,0.0,0.0,0.0,0.0,52.0,64,58,785.8,8.36,28185,300.0,119.05
G 용적률 민감도,39,2.0,150.0,194271.2,546932.7,213.3,20.65,10.33,2200.0,1.6,194289.2,546950.7,52.0,64,26,2297.4,24.45,28185,300.0,119.05
G 용적률 민감도,45,3.0,150.0,194289.2,546950.7,313.2,30.65,10.22,0.0,0.0,0.0,0.0,52.0,65,52,355.0,3.78,14092,150.0,136.75
G 용적률 민감도,45,2.0,150.0,194271.2,546950.7,730.7,38.23,19.11,0.0,0.0,0.0,0.0,52.0,65,53,789.1,8.4,32882,350.0,136.75
G 용적률 민감도,45,3.0,165.0,194307.2,546950.7,310.9,30.54,10.18,2200.0,1.6,194289.2,546950.7,52.0,65,36,2297.4,24.45,32882,350.0,136.75
F 정밀 미세조정,40,2.656,159.0,194305.2,546954.7,319.3,29.12,10.96,2800.0,1.6,194295.2,546944.7,52.0,65,44,2909.8,30.97,37580,400.0,122.0
