stage,floors,aspect,azimuth,x,y,tower_plate,tower_long,tower_short,podium_plate,podium_aspect,podium_x,podium_y,new_fail,new_ok,coverage_m2,bcr_pct,far_pct,height_m
E1 저층부 확대(경계 확장),39,2.0,165.0,194305.2,546938.7,261.4,22.86,11.43,3000.0,1.6,194291.2,546952.7,79,28,3113.6,33.14,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194331.2,546992.7,606.2,34.82,17.41,2000.0,2.2,194299.2,546944.7,79,45,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),25,3.0,150.0,194299.2,546960.7,1172.0,59.3,19.77,2000.0,1.6,194283.2,546944.7,79,26,2092.9,22.28,400.0,77.75
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194347.2,546976.7,638.7,35.74,17.87,2800.0,1.6,194299.2,546960.7,79,23,2909.8,30.97,400.0,77.75
E1 저층부 확대(경계 확장),45,2.0,150.0,194319.2,546966.7,216.6,20.81,10.41,3000.0,2.2,194291.2,546966.7,80,29,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,165.0,194333.2,546994.7,216.6,27.53,7.87,3000.0,1.6,194305.2,546966.7,80,32,3113.6,33.14,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,157.5,194305.2,546938.7,290.3,26.94,10.78,2800.0,1.6,194305.2,546952.7,80,52,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,150.0,194333.2,546966.7,438.1,36.25,12.08,2400.0,2.2,194291.2,546966.7,80,26,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,165.0,194319.2,546994.7,309.0,30.45,10.15,2800.0,2.2,194319.2,546966.7,80,34,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,172.5,194263.2,546938.7,180.0,25.1,7.17,3200.0,1.6,194305.2,546952.7,80,23,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,172.5,194305.2,546952.7,468.3,30.6,15.3,2400.0,2.2,194319.2,546952.7,80,49,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,157.5,194305.2,546938.7,330.3,25.7,12.85,2800.0,1.6,194305.2,546952.7,80,48,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,172.5,194333.2,546980.7,261.4,30.25,8.64,3000.0,1.6,194305.2,546966.7,80,34,3113.6,33.14,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194331.2,546976.7,606.2,34.82,17.41,2000.0,3.0,194299.2,546960.7,80,41,2104.3,22.4,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194331.2,546976.7,703.2,41.93,16.77,2000.0,2.2,194299.2,546960.7,80,36,2097.5,22.33,400.0,107.25
E1 저층부 확대(경계 확장),45,2.0,157.5,194333.2,546994.7,216.6,20.81,10.41,3000.0,1.6,194305.2,546966.7,81,32,3113.6,33.14,400.0,136.75
E1 저층부 확대(경계 확장),41,2.5,150.0,194347.2,546980.7,244.5,24.72,9.89,3000.0,2.2,194305.2,546966.7,81,25,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,150.0,194319.2,546994.7,180.0,25.1,7.17,3200.0,1.6,194319.2,546966.7,81,31,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,157.5,194263.2,546938.7,468.3,34.22,13.69,2400.0,1.6,194305.2,546952.7,81,23,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,172.5,194333.2,546966.7,468.3,37.48,12.49,2400.0,2.2,194305.2,546980.7,81,26,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,172.5,194305.2,546966.7,330.3,28.74,11.5,2800.0,2.2,194319.2,546966.7,81,37,2915.2,31.03,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,172.5,194333.2,546980.7,261.4,28.0,9.33,3000.0,3.0,194305.2,546966.7,81,28,3127.5,33.29,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194315.2,546976.7,606.2,38.93,15.57,2000.0,1.6,194315.2,546976.7,81,37,2092.9,22.28,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194299.2,546976.7,330.3,25.7,12.85,2800.0,3.0,194299.2,546960.7,81,32,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194299.2,546944.7,703.2,41.93,16.77,2000.0,1.6,194299.2,546944.7,81,44,2092.9,22.28,400.0,107.25
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194315.2,546976.7,879.0,51.35,17.12,2000.0,4.0,194299.2,546960.7,81,37,2112.8,22.49,400.0,92.5
E1 저층부 확대(경계 확장),45,2.0,172.5,194333.2,546980.7,388.0,27.86,13.93,2400.0,2.2,194305.2,546966.7,82,35,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),45,2.0,165.0,194319.2,546994.7,273.7,23.4,11.7,2800.0,2.2,194305.2,546966.7,82,37,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,157.5,194333.2,546994.7,290.3,26.94,10.78,2800.0,1.6,194305.2,546966.7,82,34,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,165.0,194263.2,546938.7,309.0,27.8,11.12,2800.0,2.2,194305.2,546952.7,82,22,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,172.5,194333.2,546966.7,468.3,30.6,15.3,2400.0,2.2,194305.2,546980.7,82,26,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,150.0,194263.2,546938.7,468.3,34.22,13.69,2400.0,3.0,194305.2,546952.7,82,21,2514.1,26.76,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194331.2,546976.7,606.2,34.82,17.41,2000.0,2.2,194315.2,546976.7,82,32,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194331.2,546976.7,606.2,38.93,15.57,2000.0,2.2,194315.2,546976.7,82,32,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194347.2,546976.7,330.3,25.7,12.85,2800.0,1.6,194299.2,546960.7,82,23,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194299.2,546944.7,703.2,37.5,18.75,2000.0,1.6,194299.2,546944.7,82,44,2092.9,22.28,400.0,107.25
E2 층수 하향(범위 밖 참고),35,3.0,165.0,194267.2,546944.7,383.2,33.91,11.3,2800.0,2.2,194299.2,546944.7,82,26,2915.2,31.03,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194315.2,546976.7,479.0,30.95,15.48,2800.0,1.6,194283.2,546960.7,82,25,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194315.2,546960.7,479.0,37.91,12.64,2800.0,2.2,194299.2,546976.7,82,35,2915.2,31.03,400.0,92.5
E1 저층부 확대(경계 확장),45,3.5,172.5,194305.2,546966.7,388.0,36.85,10.53,2400.0,1.6,194305.2,546966.7,83,48,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,165.0,194319.2,546952.7,411.5,28.69,14.34,2400.0,3.0,194305.2,546980.7,83,28,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194333.2,546994.7,438.1,29.6,14.8,2400.0,2.2,194291.2,546952.7,83,20,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,165.0,194333.2,546994.7,309.0,27.8,11.12,2800.0,2.2,194305.2,546966.7,83,33,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,150.0,194263.2,546938.7,330.3,25.7,12.85,2800.0,2.2,194305.2,546952.7,83,21,2915.2,31.03,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,165.0,194333.2,546966.7,192.4,24.03,8.01,3200.0,2.2,194305.2,546980.7,83,28,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194299.2,546960.7,383.2,30.95,12.38,2800.0,2.2,194315.2,546960.7,83,32,2915.2,31.03,400.0,107.25
E1 저층부 확대(경계 확장),45,3.0,157.5,194333.2,546980.7,388.0,34.12,11.37,2400.0,1.6,194277.2,546952.7,84,11,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,150.0,194263.2,546938.7,290.3,26.94,10.78,2800.0,2.2,194305.2,546952.7,84,21,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,150.0,194347.2,546980.7,290.3,31.88,9.11,2800.0,1.6,194305.2,546966.7,84,26,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,165.0,194263.2,546952.7,229.7,28.35,8.1,3000.0,3.0,194305.2,546952.7,84,21,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,172.5,194319.2,546994.7,244.5,24.72,9.89,3000.0,3.0,194291.2,546966.7,84,20,3127.5,33.29,400.0,124.95
E1 저층부 확대(경계 확장),41,2.0,172.5,194263.2,546938.7,180.0,18.97,9.49,3200.0,1.6,194291.2,546952.7,84,23,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,165.0,194319.2,546980.7,468.3,37.48,12.49,2400.0,1.6,194319.2,546980.7,84,29,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,150.0,194347.2,546980.7,468.3,40.48,11.57,2400.0,4.0,194305.2,546966.7,84,29,2523.5,26.86,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194263.2,546938.7,330.3,31.48,10.49,2800.0,1.6,194305.2,546952.7,84,21,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194299.2,546976.7,330.3,28.74,11.5,2800.0,2.2,194299.2,546960.7,84,39,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,165.0,194299.2,546960.7,1073.7,56.76,18.92,0.0,0.0,0.0,0.0,84,46,1150.4,12.24,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194315.2,546960.7,479.0,30.95,15.48,2800.0,2.2,194299.2,546976.7,84,35,2915.2,31.03,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194299.2,546960.7,479.0,34.6,13.84,2800.0,1.6,194315.2,546960.7,84,37,2909.8,30.97,400.0,92.5
E1 저층부 확대(경계 확장),45,2.0,172.5,194333.2,546966.7,273.7,23.4,11.7,2800.0,2.2,194305.2,546980.7,85,28,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,150.0,194319.2,546952.7,290.3,29.51,9.84,2800.0,2.2,194305.2,546980.7,85,28,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194319.2,546994.7,309.0,24.86,12.43,2800.0,1.6,194291.2,546952.7,85,26,2909.8,30.97,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,165.0,194291.2,546966.7,180.0,25.1,7.17,3200.0,2.2,194305.2,546952.7,85,37,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,150.0,194319.2,546966.7,468.3,30.6,15.3,2400.0,1.6,194319.2,546980.7,85,29,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194333.2,546980.7,468.3,37.48,12.49,2400.0,2.2,194305.2,546980.7,85,27,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,172.5,194291.2,546966.7,192.4,25.95,7.41,3200.0,1.6,194305.2,546952.7,85,43,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194299.2,546960.7,330.3,31.48,10.49,2800.0,1.6,194315.2,546960.7,85,36,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194315.2,546976.7,703.2,37.5,18.75,2000.0,3.0,194283.2,546960.7,85,19,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),20,2.5,150.0,194283.2,546928.7,358.0,29.92,11.97,3400.0,2.2,194299.2,546944.7,85,29,3526.8,37.54,400.0,63.0
E1 저층부 확대(경계 확장),45,2.0,150.0,194333.2,546994.7,388.0,27.86,13.93,2400.0,1.6,194305.2,546966.7,86,34,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),45,3.0,172.5,194305.2,546952.7,216.6,25.49,8.5,3000.0,3.0,194305.2,546966.7,86,32,3127.5,33.29,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,150.0,194263.2,546952.7,229.7,26.25,8.75,3000.0,1.6,194291.2,546952.7,86,26,3113.6,33.14,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,150.0,194333.2,546966.7,438.1,29.6,14.8,2400.0,1.6,194291.2,546966.7,86,31,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,157.5,194305.2,546952.7,180.0,21.21,8.49,3200.0,2.2,194305.2,546966.7,86,35,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,172.5,194305.2,546938.7,330.3,25.7,12.85,2800.0,4.0,194305.2,546952.7,86,37,2933.3,31.22,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194331.2,546976.7,606.2,42.65,14.22,2000.0,4.0,194299.2,546976.7,86,24,2112.8,22.49,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194315.2,546976.7,703.2,37.5,18.75,2000.0,4.0,194299.2,546976.7,86,30,2112.8,22.49,400.0,107.25
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194347.2,546976.7,383.2,30.95,12.38,2800.0,1.6,194299.2,546960.7,86,23,2909.8,30.97,400.0,107.25
E2 층수 하향(범위 밖 참고),25,3.0,150.0,194267.2,546944.7,638.7,43.77,14.59,2800.0,2.2,194299.2,546944.7,86,23,2915.2,31.03,400.0,77.75
E1 저층부 확대(경계 확장),45,3.0,150.0,194319.2,546952.7,216.6,25.49,8.5,3000.0,2.2,194305.2,546980.7,87,29,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,165.0,194305.2,546938.7,229.7,26.25,8.75,3000.0,2.2,194305.2,546966.7,87,39,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),41,3.5,150.0,194319.2,546980.7,309.0,32.89,9.4,2800.0,3.0,194291.2,546966.7,87,19,2923.2,31.11,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,165.0,194347.2,546980.7,180.0,21.21,8.49,3200.0,2.2,194305.2,546980.7,87,25,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,165.0,194333.2,546980.7,468.3,30.6,15.3,2400.0,1.6,194319.2,546980.7,87,29,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194319.2,546994.7,330.3,31.48,10.49,2800.0,1.6,194305.2,546966.7,87,41,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,150.0,194319.2,546980.7,261.4,25.56,10.23,3000.0,2.2,194291.2,546966.7,87,28,3119.2,33.2,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194299.2,546976.7,383.2,27.68,13.84,2800.0,2.2,194299.2,546960.7,87,39,2915.2,31.03,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194331.2,546976.7,879.0,41.93,20.96,2000.0,1.6,194315.2,546976.7,87,31,2092.9,22.28,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,150.0,194331.2,546976.7,479.0,34.6,13.84,2800.0,3.0,194299.2,546976.7,87,20,2923.2,31.11,400.0,92.5
E2 층수 하향(범위 밖 참고),20,3.0,165.0,194299.2,546960.7,958.0,53.61,17.87,2800.0,4.0,194299.2,546960.7,87,20,2933.3,31.22,400.0,63.0
E1 저층부 확대(경계 확장),45,2.0,165.0,194333.2,546980.7,388.0,27.86,13.93,2400.0,1.6,194277.2,546952.7,88,11,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,157.5,194291.2,546966.7,273.7,30.95,8.84,2800.0,1.6,194305.2,546952.7,88,44,2909.8,30.97,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,165.0,194291.2,546966.7,216.6,23.27,9.31,3000.0,1.6,194305.2,546952.7,88,43,3113.6,33.14,400.0,136.75
E1 저층부 확대(경계 확장),43,3.5,172.5,194319.2,546966.7,290.3,31.88,9.11,2800.0,2.2,194305.2,546980.7,88,30,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,157.5,194305.2,546938.7,229.7,26.25,8.75,3000.0,3.0,194319.2,546952.7,88,42,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,157.5,194305.2,546952.7,244.5,27.08,9.03,3000.0,2.2,194305.2,546966.7,88,39,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,165.0,194305.2,546938.7,192.4,19.62,9.81,3200.0,2.2,194305.2,546966.7,88,35,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194315.2,546960.7,703.2,37.5,18.75,2000.0,1.6,194299.2,546960.7,88,46,2092.9,22.28,400.0,107.25
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194299.2,546976.7,383.2,30.95,12.38,2800.0,3.0,194299.2,546960.7,88,28,2923.2,31.11,400.0,107.25
E1 저층부 확대(경계 확장),45,2.5,157.5,194305.2,546952.7,388.0,31.14,12.46,2400.0,1.6,194305.2,546966.7,89,47,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),41,3.5,157.5,194319.2,546980.7,438.1,39.16,11.19,2400.0,1.6,194319.2,546980.7,89,29,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,150.0,194305.2,546952.7,244.5,27.08,9.03,3000.0,3.0,194319.2,546952.7,89,40,3127.5,33.29,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,150.0,194319.2,546952.7,330.3,28.74,11.5,2800.0,2.2,194305.2,546980.7,89,28,2915.2,31.03,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,172.5,194291.2,546952.7,330.3,31.48,10.49,2800.0,1.6,194291.2,546952.7,89,30,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194299.2,546960.7,963.6,43.9,21.95,0.0,0.0,0.0,0.0,89,46,1030.4,10.97,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194283.2,546944.7,606.2,34.82,17.41,2000.0,1.6,194283.2,546944.7,89,30,2092.9,22.28,400.0,119.05
E1 저층부 확대(경계 확장),41,3.5,150.0,194305.2,546966.7,438.1,39.16,11.19,2400.0,4.0,194305.2,546952.7,90,36,2523.5,26.86,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,150.0,194305.2,546952.7,309.0,32.89,9.4,2800.0,1.6,194319.2,546966.7,90,35,2909.8,30.97,400.0,124.95
E1 저층부 확대(경계 확장),41,2.0,150.0,194305.2,546966.7,244.5,22.11,11.06,3000.0,2.2,194305.2,546966.7,90,39,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),41,2.0,157.5,194277.2,546966.7,244.5,22.11,11.06,3000.0,2.2,194291.2,546952.7,90,25,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,150.0,194319.2,546994.7,180.0,21.21,8.49,3200.0,3.0,194291.2,546966.7,90,17,3331.6,35.46,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,172.5,194305.2,546938.7,261.4,22.86,11.43,3000.0,3.0,194319.2,546952.7,90,43,3127.5,33.29,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,172.5,194319.2,546966.7,192.4,19.62,9.81,3200.0,2.2,194305.2,546980.7,90,31,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194299.2,546960.7,606.2,38.93,15.57,2000.0,2.2,194315.2,546960.7,90,38,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194299.2,546960.7,606.2,42.65,14.22,2000.0,4.0,194299.2,546960.7,90,36,2112.8,22.49,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194347.2,546976.7,330.3,28.74,11.5,2800.0,3.0,194299.2,546976.7,90,16,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194299.2,546960.7,703.2,41.93,16.77,2000.0,3.0,194299.2,546944.7,90,41,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194331.2,546976.7,1172.0,48.41,24.21,2000.0,1.6,194299.2,546976.7,90,28,2092.9,22.28,400.0,77.75
E2 층수 하향(범위 밖 참고),20,3.0,150.0,194283.2,546928.7,358.0,32.77,10.92,3400.0,1.6,194315.2,546960.7,90,26,3520.9,37.48,400.0,63.0
E2 층수 하향(범위 밖 참고),20,3.0,150.0,194283.2,546960.7,358.0,32.77,10.92,3400.0,3.0,194299.2,546960.7,90,14,3535.7,37.63,400.0,63.0
E1 저층부 확대(경계 확장),45,2.5,172.5,194333.2,546994.7,273.7,26.16,10.46,2800.0,3.0,194291.2,546966.7,91,12,2923.2,31.11,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,157.5,194319.2,546980.7,411.5,28.69,14.34,2400.0,2.2,194305.2,546980.7,91,33,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,150.0,194305.2,546952.7,309.0,30.45,10.15,2800.0,1.6,194305.2,546966.7,91,45,2909.8,30.97,400.0,124.95
E1 저층부 확대(경계 확장),45,2.0,157.5,194305.2,546966.7,388.0,27.86,13.93,2400.0,2.2,194305.2,546966.7,92,47,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),45,3.0,157.5,194333.2,546994.7,273.7,28.66,9.55,2800.0,2.2,194305.2,546980.7,92,34,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),45,3.0,172.5,194333.2,546994.7,216.6,25.49,8.5,3000.0,3.0,194291.2,546966.7,92,11,3127.5,33.29,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,172.5,194305.2,546938.7,229.7,23.96,9.59,3000.0,1.6,194319.2,546966.7,92,36,3113.6,33.14,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,157.5,194333.2,546994.7,438.1,33.09,13.24,2400.0,2.2,194291.2,546966.7,92,23,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,157.5,194319.2,546994.7,244.5,27.08,9.03,3000.0,2.2,194291.2,546966.7,92,26,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,157.5,194333.2,546994.7,180.0,25.1,7.17,3200.0,2.2,194305.2,546980.7,92,34,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,172.5,194291.2,546952.7,261.4,28.0,9.33,3000.0,1.6,194291.2,546952.7,92,27,3113.6,33.14,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,150.0,194299.2,546960.7,383.2,33.91,11.3,2800.0,4.0,194299.2,546960.7,92,21,2933.3,31.22,400.0,107.25
E1 저층부 확대(경계 확장),45,2.5,157.5,194305.2,546938.7,273.7,26.16,10.46,2800.0,3.0,194305.2,546966.7,93,32,2923.2,31.11,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,150.0,194347.2,546980.7,411.5,35.14,11.71,2400.0,2.2,194305.2,546980.7,93,23,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),43,2.0,157.5,194319.2,546994.7,229.7,21.43,10.72,3000.0,2.2,194291.2,546966.7,93,26,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,172.5,194305.2,546952.7,438.1,36.25,12.08,2400.0,2.2,194291.2,546966.7,93,36,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,165.0,194291.2,546966.7,309.0,27.8,11.12,2800.0,4.0,194305.2,546952.7,93,25,2933.3,31.22,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,157.5,194263.2,546952.7,261.4,25.56,10.23,3000.0,2.2,194291.2,546952.7,93,23,3119.2,33.2,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,165.0,194299.2,546960.7,703.2,45.93,15.31,2000.0,3.0,194283.2,546960.7,93,23,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,165.0,194267.2,546944.7,479.0,30.95,15.48,2800.0,1.6,194283.2,546960.7,93,26,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.0,165.0,194299.2,546944.7,479.0,30.95,15.48,2800.0,2.2,194315.2,546960.7,93,30,2915.2,31.03,400.0,92.5
E1 저층부 확대(경계 확장),45,3.5,150.0,194333.2,546994.7,216.6,27.53,7.87,3000.0,2.2,194305.2,546980.7,94,34,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,157.5,194291.2,546966.7,411.5,28.69,14.34,2400.0,2.2,194319.2,546952.7,94,37,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),41,2.0,157.5,194305.2,546938.7,180.0,18.97,9.49,3200.0,1.6,194305.2,546966.7,94,41,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,150.0,194305.2,546966.7,192.4,24.03,8.01,3200.0,3.0,194291.2,546966.7,94,22,3331.6,35.46,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194331.2,546976.7,606.2,38.93,15.57,2000.0,3.0,194299.2,546976.7,94,29,2104.3,22.4,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194331.2,546992.7,606.2,42.65,14.22,2000.0,1.6,194315.2,546976.7,94,35,2092.9,22.28,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,165.0,194331.2,546976.7,879.0,41.93,20.96,2000.0,4.0,194299.2,546976.7,94,23,2112.8,22.49,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,150.0,194315.2,546976.7,879.0,46.88,18.75,2000.0,1.6,194283.2,546960.7,94,26,2092.9,22.28,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,165.0,194267.2,546944.7,479.0,37.91,12.64,2800.0,2.2,194315.2,546960.7,94,11,2915.2,31.03,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194299.2,546960.7,1172.0,48.41,24.21,2000.0,1.6,194299.2,546960.7,94,45,2092.9,22.28,400.0,77.75
E1 저층부 확대(경계 확장),45,3.0,150.0,194305.2,546966.7,388.0,34.12,11.37,2400.0,2.2,194305.2,546966.7,95,47,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,165.0,194291.2,546952.7,229.7,21.43,10.72,3000.0,2.2,194291.2,546952.7,95,25,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,172.5,194263.2,546952.7,229.7,26.25,8.75,3000.0,2.2,194291.2,546952.7,95,23,3119.2,33.2,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,150.0,194291.2,546952.7,438.1,36.25,12.08,2400.0,2.2,194291.2,546952.7,95,28,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,150.0,194305.2,546966.7,309.0,27.8,11.12,2800.0,1.6,194291.2,546966.7,95,42,2909.8,30.97,400.0,124.95
