stage,floors,aspect,azimuth,x,y,tower_plate,tower_long,tower_short,podium_plate,podium_aspect,podium_x,podium_y,new_fail,new_ok,coverage_m2,bcr_pct,far_pct,height_m
E1 저층부 확대(경계 확장),41,2.5,172.5,194333.2,546980.7,309.0,27.8,11.12,2800.0,2.2,194305.2,546980.7,95,30,2915.2,31.03,400.0,124.95
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194299.2,546960.7,606.2,34.82,17.41,2000.0,1.6,194283.2,546960.7,95,33,2092.9,22.28,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194299.2,546944.7,330.3,28.74,11.5,2800.0,2.2,194315.2,546960.7,95,30,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194331.2,546992.7,383.2,27.68,13.84,2800.0,3.0,194299.2,546976.7,95,27,2923.2,31.11,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194299.2,546960.7,879.0,46.88,18.75,2000.0,3.0,194299.2,546960.7,95,42,2104.3,22.4,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,165.0,194331.2,546976.7,879.0,46.88,18.75,2000.0,3.0,194299.2,546976.7,95,26,2104.3,22.4,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194299.2,546960.7,879.0,51.35,17.12,2000.0,2.2,194283.2,546960.7,95,25,2097.5,22.33,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.5,150.0,194299.2,546960.7,1172.0,54.13,21.65,2000.0,2.2,194299.2,546960.7,95,44,2097.5,22.33,400.0,77.75
E2 층수 하향(범위 밖 참고),25,3.0,165.0,194299.2,546944.7,638.7,43.77,14.59,2800.0,1.6,194315.2,546960.7,95,36,2909.8,30.97,400.0,77.75
E2 층수 하향(범위 밖 참고),20,2.0,150.0,194283.2,546944.7,1879.0,61.3,30.65,0.0,0.0,0.0,0.0,95,34,1972.0,20.99,400.0,63.0
E2 층수 하향(범위 밖 참고),20,2.5,150.0,194315.2,546960.7,958.0,48.94,19.58,2800.0,2.2,194299.2,546976.7,95,33,2915.2,31.03,400.0,63.0
E1 저층부 확대(경계 확장),41,2.0,165.0,194333.2,546980.7,438.1,29.6,14.8,2400.0,1.6,194291.2,546966.7,96,26,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,165.0,194291.2,546952.7,438.1,33.09,13.24,2400.0,3.0,194305.2,546938.7,96,43,2514.1,26.76,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,157.5,194291.2,546966.7,468.3,30.6,15.3,2400.0,3.0,194305.2,546952.7,96,40,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,165.0,194319.2,546980.7,468.3,34.22,13.69,2400.0,3.0,194305.2,546980.7,96,33,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194291.2,546966.7,330.3,31.48,10.49,2800.0,3.0,194305.2,546952.7,96,32,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194267.2,546944.7,606.2,38.93,15.57,2000.0,2.2,194283.2,546960.7,96,26,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194299.2,546944.7,606.2,42.65,14.22,2000.0,2.2,194283.2,546960.7,96,24,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194331.2,546992.7,330.3,25.7,12.85,2800.0,2.2,194299.2,546976.7,96,34,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194267.2,546944.7,330.3,28.74,11.5,2800.0,1.6,194283.2,546960.7,96,29,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),30,3.0,165.0,194331.2,546976.7,879.0,51.35,17.12,2000.0,2.2,194299.2,546976.7,96,27,2097.5,22.33,400.0,92.5
E1 저층부 확대(경계 확장),45,2.0,150.0,194305.2,546980.7,388.0,27.86,13.93,2400.0,1.6,194277.2,546952.7,97,26,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,150.0,194305.2,546966.7,388.0,36.85,10.53,2400.0,1.6,194277.2,546952.7,97,24,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),43,3.5,165.0,194319.2,546980.7,411.5,37.95,10.84,2400.0,3.0,194305.2,546980.7,97,31,2514.1,26.76,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,150.0,194347.2,546980.7,290.3,29.51,9.84,2800.0,1.6,194291.2,546966.7,97,16,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),39,3.5,165.0,194263.2,546938.7,261.4,30.25,8.64,3000.0,2.2,194291.2,546966.7,97,26,3119.2,33.2,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194315.2,546992.7,330.3,25.7,12.85,2800.0,3.0,194299.2,546976.7,97,27,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194331.2,546992.7,330.3,28.74,11.5,2800.0,2.2,194283.2,546960.7,97,13,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194331.2,546976.7,703.2,41.93,16.77,2000.0,3.0,194283.2,546960.7,97,11,2104.3,22.4,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,165.0,194299.2,546960.7,879.0,41.93,20.96,2000.0,4.0,194299.2,546960.7,97,35,2112.8,22.49,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194267.2,546928.7,479.0,37.91,12.64,2800.0,1.6,194299.2,546960.7,97,23,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,165.0,194283.2,546960.7,479.0,37.91,12.64,2800.0,1.6,194299.2,546944.7,97,41,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),20,3.0,165.0,194283.2,546944.7,358.0,32.77,10.92,3400.0,1.6,194299.2,546960.7,97,39,3520.9,37.48,400.0,63.0
E1 저층부 확대(경계 확장),45,3.0,150.0,194291.2,546952.7,273.7,28.66,9.55,2800.0,2.2,194305.2,546952.7,98,40,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,165.0,194263.2,546938.7,216.6,23.27,9.31,3000.0,1.6,194305.2,546966.7,98,20,3113.6,33.14,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,165.0,194305.2,546952.7,411.5,32.07,12.83,2400.0,2.2,194305.2,546980.7,98,30,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,165.0,194291.2,546952.7,411.5,35.14,11.71,2400.0,1.6,194305.2,546952.7,98,45,2501.7,26.63,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,165.0,194263.2,546938.7,290.3,29.51,9.84,2800.0,3.0,194305.2,546966.7,98,12,2923.2,31.11,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,150.0,194277.2,546952.7,229.7,28.35,8.1,3000.0,1.6,194305.2,546952.7,98,43,3113.6,33.14,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,172.5,194291.2,546952.7,180.0,21.21,8.49,3200.0,2.2,194305.2,546952.7,98,37,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,165.0,194291.2,546952.7,468.3,37.48,12.49,2400.0,1.6,194305.2,546952.7,98,45,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,150.0,194347.2,546980.7,330.3,28.74,11.5,2800.0,1.6,194291.2,546966.7,98,16,2909.8,30.97,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194267.2,546944.7,606.2,38.93,15.57,2000.0,1.6,194283.2,546960.7,98,30,2092.9,22.28,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194299.2,546944.7,330.3,25.7,12.85,2800.0,4.0,194315.2,546944.7,98,32,2933.3,31.22,400.0,119.05
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194331.2,546992.7,330.3,31.48,10.49,2800.0,2.2,194299.2,546976.7,98,36,2915.2,31.03,400.0,119.05
E1 저층부 확대(경계 확장),45,2.5,172.5,194291.2,546966.7,388.0,31.14,12.46,2400.0,1.6,194277.2,546952.7,99,26,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),45,2.0,172.5,194277.2,546952.7,273.7,23.4,11.7,2800.0,1.6,194291.2,546952.7,99,30,2909.8,30.97,400.0,136.75
E1 저층부 확대(경계 확장),39,2.5,157.5,194305.2,546952.7,468.3,34.22,13.69,2400.0,1.6,194319.2,546980.7,99,29,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194291.2,546966.7,468.3,37.48,12.49,2400.0,2.2,194319.2,546952.7,99,36,2506.7,26.68,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,150.0,194291.2,546938.7,192.4,21.93,8.77,3200.0,2.2,194305.2,546952.7,99,37,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,150.0,194299.2,546960.7,606.2,38.93,15.57,2000.0,3.0,194299.2,546960.7,99,43,2104.3,22.4,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194331.2,546992.7,383.2,27.68,13.84,2800.0,2.2,194283.2,546960.7,99,12,2915.2,31.03,400.0,107.25
E1 저층부 확대(경계 확장),45,3.0,157.5,194291.2,546966.7,388.0,34.12,11.37,2400.0,4.0,194305.2,546952.7,100,31,2523.5,26.86,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,150.0,194291.2,546966.7,229.7,21.43,10.72,3000.0,3.0,194319.2,546952.7,100,32,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,165.0,194291.2,546966.7,438.1,36.25,12.08,2400.0,1.6,194291.2,546966.7,100,45,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),39,2.0,157.5,194319.2,546980.7,468.3,30.6,15.3,2400.0,3.0,194305.2,546980.7,100,33,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,165.0,194291.2,546966.7,468.3,34.22,13.69,2400.0,3.0,194305.2,546952.7,100,41,2514.1,26.76,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,165.0,194291.2,546938.7,192.4,24.03,8.01,3200.0,1.6,194291.2,546952.7,100,24,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194267.2,546944.7,383.2,27.68,13.84,2800.0,1.6,194283.2,546960.7,100,29,2909.8,30.97,400.0,107.25
E2 층수 하향(범위 밖 참고),35,2.5,165.0,194299.2,546944.7,383.2,30.95,12.38,2800.0,1.6,194283.2,546960.7,100,25,2909.8,30.97,400.0,107.25
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194347.2,546976.7,479.0,30.95,15.48,2800.0,2.2,194299.2,546976.7,100,22,2915.2,31.03,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194315.2,546960.7,1172.0,48.41,24.21,2000.0,3.0,194283.2,546960.7,100,14,2104.3,22.4,400.0,77.75
E2 층수 하향(범위 밖 참고),25,2.0,165.0,194299.2,546944.7,638.7,35.74,17.87,2800.0,1.6,194299.2,546960.7,100,42,2909.8,30.97,400.0,77.75
E1 저층부 확대(경계 확장),45,3.0,172.5,194277.2,546952.7,273.7,28.66,9.55,2800.0,2.2,194291.2,546952.7,101,25,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,157.5,194277.2,546938.7,216.6,23.27,9.31,3000.0,2.2,194305.2,546952.7,101,34,3119.2,33.2,400.0,136.75
E1 저층부 확대(경계 확장),41,2.5,150.0,194277.2,546924.7,180.0,21.21,8.49,3200.0,2.2,194305.2,546952.7,101,24,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),41,2.5,150.0,194277.2,546966.7,180.0,21.21,8.49,3200.0,1.6,194305.2,546966.7,101,41,3317.3,35.31,400.0,124.95
E2 층수 하향(범위 밖 참고),39,3.0,150.0,194299.2,546944.7,606.2,42.65,14.22,2000.0,3.0,194315.2,546944.7,101,40,2104.3,22.4,400.0,119.05
E2 층수 하향(범위 밖 참고),20,2.0,150.0,194299.2,546960.7,958.0,43.77,21.89,2800.0,1.6,194315.2,546976.7,101,28,2909.8,30.97,400.0,63.0
E1 저층부 확대(경계 확장),45,3.5,165.0,194291.2,546952.7,273.7,30.95,8.84,2800.0,1.6,194319.2,546966.7,102,28,2909.8,30.97,400.0,136.75
E1 저층부 확대(경계 확장),41,2.0,150.0,194291.2,546966.7,309.0,24.86,12.43,2800.0,2.2,194305.2,546966.7,102,39,2915.2,31.03,400.0,124.95
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194299.2,546944.7,383.2,27.68,13.84,2800.0,2.2,194315.2,546960.7,102,30,2915.2,31.03,400.0,107.25
E1 저층부 확대(경계 확장),43,2.0,172.5,194263.2,546952.7,290.3,24.1,12.05,2800.0,1.6,194319.2,546966.7,103,12,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,165.0,194291.2,546952.7,244.5,24.72,9.89,3000.0,1.6,194319.2,546966.7,103,28,3113.6,33.14,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,150.0,194277.2,546924.7,244.5,29.25,8.36,3000.0,1.6,194291.2,546952.7,103,25,3113.6,33.14,400.0,124.95
E1 저층부 확대(경계 확장),39,3.0,150.0,194277.2,546952.7,261.4,28.0,9.33,3000.0,3.0,194305.2,546952.7,103,28,3127.5,33.29,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,157.5,194277.2,546952.7,192.4,19.62,9.81,3200.0,1.6,194305.2,546952.7,103,43,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194299.2,546960.7,606.2,34.82,17.41,2000.0,2.2,194331.2,546960.7,103,31,2097.5,22.33,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.0,150.0,194267.2,546944.7,330.3,25.7,12.85,2800.0,2.2,194283.2,546960.7,103,26,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194267.2,546944.7,330.3,28.74,11.5,2800.0,4.0,194299.2,546960.7,103,13,2933.3,31.22,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194267.2,546944.7,879.0,41.93,20.96,2000.0,1.6,194283.2,546960.7,103,28,2092.9,22.28,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194299.2,546960.7,879.0,41.93,20.96,2000.0,1.6,194315.2,546960.7,103,42,2092.9,22.28,400.0,92.5
E2 층수 하향(범위 밖 참고),30,2.5,150.0,194283.2,546960.7,479.0,34.6,13.84,2800.0,4.0,194315.2,546944.7,103,32,2933.3,31.22,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.5,165.0,194299.2,546944.7,638.7,39.96,15.98,2800.0,2.2,194283.2,546960.7,103,21,2915.2,31.03,400.0,77.75
E2 층수 하향(범위 밖 참고),25,3.0,150.0,194283.2,546944.7,238.7,26.76,8.92,3400.0,1.6,194299.2,546960.7,103,39,3520.9,37.48,400.0,77.75
E2 층수 하향(범위 밖 참고),20,2.0,150.0,194267.2,546944.7,358.0,26.76,13.38,3400.0,2.2,194299.2,546960.7,103,26,3526.8,37.54,400.0,63.0
E2 층수 하향(범위 밖 참고),20,2.0,165.0,194267.2,546944.7,358.0,26.76,13.38,3400.0,2.2,194299.2,546960.7,103,23,3526.8,37.54,400.0,63.0
E1 저층부 확대(경계 확장),45,2.0,157.5,194277.2,546952.7,388.0,27.86,13.93,2400.0,2.2,194291.2,546952.7,104,28,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),45,2.0,157.5,194277.2,546966.7,216.6,20.81,10.41,3000.0,1.6,194319.2,546966.7,104,28,3113.6,33.14,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,150.0,194305.2,546938.7,229.7,23.96,9.59,3000.0,3.0,194291.2,546966.7,104,19,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),39,2.0,150.0,194291.2,546952.7,468.3,30.6,15.3,2400.0,1.6,194305.2,546952.7,104,45,2501.7,26.63,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,150.0,194305.2,546980.7,468.3,34.22,13.69,2400.0,4.0,194305.2,546966.7,104,40,2523.5,26.86,400.0,119.05
E1 저층부 확대(경계 확장),39,2.5,165.0,194263.2,546952.7,261.4,25.56,10.23,3000.0,1.6,194305.2,546966.7,104,28,3113.6,33.14,400.0,119.05
E2 층수 하향(범위 밖 참고),35,3.0,150.0,194299.2,546944.7,383.2,33.91,11.3,2800.0,2.2,194283.2,546960.7,104,22,2915.2,31.03,400.0,107.25
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194331.2,546992.7,479.0,37.91,12.64,2800.0,1.6,194283.2,546960.7,104,12,2909.8,30.97,400.0,92.5
E1 저층부 확대(경계 확장),45,3.5,172.5,194291.2,546938.7,388.0,36.85,10.53,2400.0,1.6,194277.2,546952.7,105,22,2501.7,26.63,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,165.0,194277.2,546924.7,411.5,32.07,12.83,2400.0,2.2,194319.2,546952.7,105,16,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,157.5,194277.2,546952.7,290.3,29.51,9.84,2800.0,3.0,194319.2,546952.7,105,35,2923.2,31.11,400.0,130.85
E1 저층부 확대(경계 확장),43,2.0,150.0,194263.2,546938.7,229.7,21.43,10.72,3000.0,3.0,194291.2,546966.7,105,24,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),43,2.0,172.5,194277.2,546952.7,229.7,21.43,10.72,3000.0,1.6,194305.2,546952.7,105,43,3113.6,33.14,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,157.5,194263.2,546952.7,229.7,28.35,8.1,3000.0,3.0,194305.2,546966.7,105,23,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),41,3.5,157.5,194277.2,546924.7,244.5,29.25,8.36,3000.0,3.0,194319.2,546952.7,105,16,3127.5,33.29,400.0,124.95
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194283.2,546960.7,330.3,31.48,10.49,2800.0,2.2,194315.2,546960.7,105,30,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194299.2,546944.7,703.2,37.5,18.75,2000.0,2.2,194283.2,546960.7,105,24,2097.5,22.33,400.0,107.25
E1 저층부 확대(경계 확장),45,3.0,150.0,194291.2,546938.7,388.0,34.12,11.37,2400.0,2.2,194291.2,546952.7,106,27,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,157.5,194291.2,546966.7,388.0,36.85,10.53,2400.0,2.2,194305.2,546966.7,106,42,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),41,2.0,172.5,194291.2,546952.7,438.1,29.6,14.8,2400.0,2.2,194291.2,546952.7,106,28,2506.7,26.68,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,157.5,194291.2,546938.7,309.0,30.45,10.15,2800.0,2.2,194291.2,546952.7,106,24,2915.2,31.03,400.0,124.95
E1 저층부 확대(경계 확장),41,3.0,157.5,194291.2,546952.7,180.0,23.24,7.75,3200.0,1.6,194319.2,546966.7,106,28,3317.3,35.31,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,150.0,194291.2,546952.7,180.0,25.1,7.17,3200.0,2.2,194305.2,546966.7,106,32,3323.0,35.37,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,150.0,194277.2,546938.7,330.3,28.74,11.5,2800.0,1.6,194291.2,546952.7,106,29,2909.8,30.97,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,157.5,194263.2,546952.7,261.4,22.86,11.43,3000.0,1.6,194319.2,546966.7,106,15,3113.6,33.14,400.0,119.05
E1 저층부 확대(경계 확장),39,2.0,172.5,194291.2,546938.7,192.4,19.62,9.81,3200.0,1.6,194291.2,546952.7,106,24,3317.3,35.31,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,150.0,194263.2,546952.7,192.4,25.95,7.41,3200.0,3.0,194291.2,546966.7,106,22,3331.6,35.46,400.0,119.05
E1 저층부 확대(경계 확장),39,3.5,157.5,194291.2,546952.7,192.4,25.95,7.41,3200.0,1.6,194319.2,546966.7,106,28,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194315.2,546960.7,879.0,41.93,20.96,2000.0,3.0,194299.2,546960.7,106,44,2104.3,22.4,400.0,92.5
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194267.2,546944.7,479.0,37.91,12.64,2800.0,3.0,194299.2,546960.7,106,22,2923.2,31.11,400.0,92.5
E1 저층부 확대(경계 확장),45,3.5,157.5,194277.2,546938.7,388.0,36.85,10.53,2400.0,2.2,194291.2,546952.7,107,24,2506.7,26.68,400.0,136.75
E1 저층부 확대(경계 확장),43,2.0,150.0,194305.2,546938.7,290.3,24.1,12.05,2800.0,3.0,194291.2,546966.7,107,19,2923.2,31.11,400.0,130.85
E1 저층부 확대(경계 확장),43,3.0,150.0,194277.2,546924.7,290.3,29.51,9.84,2800.0,1.6,194291.2,546952.7,107,25,2909.8,30.97,400.0,130.85
E1 저층부 확대(경계 확장),43,3.5,165.0,194277.2,546938.7,290.3,31.88,9.11,2800.0,4.0,194305.2,546952.7,107,19,2933.3,31.22,400.0,130.85
E1 저층부 확대(경계 확장),41,2.5,150.0,194277.2,546924.7,438.1,33.09,13.24,2400.0,3.0,194305.2,546938.7,107,26,2514.1,26.76,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,157.5,194291.2,546952.7,438.1,39.16,11.19,2400.0,1.6,194291.2,546966.7,107,43,2501.7,26.63,400.0,124.95
E1 저층부 확대(경계 확장),41,3.5,172.5,194277.2,546952.7,244.5,29.25,8.36,3000.0,2.2,194291.2,546952.7,107,25,3119.2,33.2,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,150.0,194263.2,546952.7,261.4,25.56,10.23,3000.0,2.2,194305.2,546966.7,107,27,3119.2,33.2,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,150.0,194277.2,546938.7,192.4,24.03,8.01,3200.0,1.6,194305.2,546952.7,107,41,3317.3,35.31,400.0,119.05
E2 층수 하향(범위 밖 참고),25,2.0,165.0,194299.2,546960.7,638.7,35.74,17.87,2800.0,2.2,194299.2,546976.7,107,38,2915.2,31.03,400.0,77.75
E2 층수 하향(범위 밖 참고),25,2.5,150.0,194283.2,546928.7,238.7,24.43,9.77,3400.0,2.2,194315.2,546960.7,107,22,3526.8,37.54,400.0,77.75
E1 저층부 확대(경계 확장),45,2.0,165.0,194277.2,546938.7,273.7,23.4,11.7,2800.0,2.2,194291.2,546952.7,108,23,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),41,3.5,150.0,194291.2,546966.7,244.5,29.25,8.36,3000.0,3.0,194291.2,546966.7,108,24,3127.5,33.29,400.0,124.95
E1 저층부 확대(경계 확장),39,2.5,172.5,194263.2,546952.7,261.4,25.56,10.23,3000.0,3.0,194305.2,546966.7,108,17,3127.5,33.29,400.0,119.05
E2 층수 하향(범위 밖 참고),39,2.5,165.0,194283.2,546960.7,330.3,28.74,11.5,2800.0,2.2,194283.2,546960.7,108,26,2915.2,31.03,400.0,119.05
E2 층수 하향(범위 밖 참고),30,2.0,150.0,194267.2,546944.7,479.0,30.95,15.48,2800.0,3.0,194299.2,546960.7,108,22,2923.2,31.11,400.0,92.5
E2 층수 하향(범위 밖 참고),25,2.0,150.0,194267.2,546944.7,638.7,35.74,17.87,2800.0,3.0,194315.2,546960.7,108,10,2923.2,31.11,400.0,77.75
E1 저층부 확대(경계 확장),45,2.0,150.0,194305.2,546952.7,388.0,27.86,13.93,2400.0,4.0,194291.2,546966.7,109,20,2523.5,26.86,400.0,136.75
E1 저층부 확대(경계 확장),45,2.5,150.0,194291.2,546938.7,388.0,31.14,12.46,2400.0,3.0,194305.2,546938.7,109,41,2514.1,26.76,400.0,136.75
E1 저층부 확대(경계 확장),45,2.0,150.0,194263.2,546952.7,273.7,23.4,11.7,2800.0,2.2,194319.2,546966.7,109,20,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),43,2.5,172.5,194291.2,546966.7,290.3,26.94,10.78,2800.0,2.2,194291.2,546966.7,109,34,2915.2,31.03,400.0,130.85
E1 저층부 확대(경계 확장),41,3.5,157.5,194277.2,546952.7,309.0,32.89,9.4,2800.0,2.2,194305.2,546952.7,109,40,2915.2,31.03,400.0,124.95
E2 층수 하향(범위 밖 참고),39,2.0,165.0,194299.2,546944.7,330.3,25.7,12.85,2800.0,3.0,194315.2,546960.7,109,29,2923.2,31.11,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,165.0,194283.2,546960.7,383.2,27.68,13.84,2800.0,2.2,194299.2,546944.7,109,36,2915.2,31.03,400.0,107.25
E2 층수 하향(범위 밖 참고),35,2.5,150.0,194299.2,546944.7,383.2,30.95,12.38,2800.0,3.0,194315.2,546960.7,109,29,2923.2,31.11,400.0,107.25
E2 층수 하향(범위 밖 참고),30,3.0,150.0,194283.2,546960.7,479.0,37.91,12.64,2800.0,1.6,194299.2,546960.7,109,43,2909.8,30.97,400.0,92.5
E2 층수 하향(범위 밖 참고),20,2.5,150.0,194283.2,546944.7,958.0,48.94,19.58,2800.0,1.6,194299.2,546960.7,109,41,2909.8,30.97,400.0,63.0
E1 저층부 확대(경계 확장),45,2.0,157.5,194291.2,546952.7,273.7,23.4,11.7,2800.0,1.6,194305.2,546966.7,110,43,2909.8,30.97,400.0,136.75
E1 저층부 확대(경계 확장),45,3.5,172.5,194277.2,546952.7,273.7,30.95,8.84,2800.0,2.2,194305.2,546952.7,110,40,2915.2,31.03,400.0,136.75
E1 저층부 확대(경계 확장),39,2.5,157.5,194277.2,546952.7,330.3,28.74,11.5,2800.0,3.0,194319.2,546952.7,110,35,2923.2,31.11,400.0,119.05
E1 저층부 확대(경계 확장),39,3.0,157.5,194277.2,546938.7,192.4,24.03,8.01,3200.0,2.2,194305.2,546966.7,110,28,3323.0,35.37,400.0,119.05
E2 층수 하향(범위 밖 참고),35,2.0,150.0,194331.2,546992.7,703.2,37.5,18.75,2000.0,1.6,194299.2,546976.7,110,31,2092.9,22.28,400.0,107.25
E1 저층부 확대(경계 확장),45,2.5,150.0,194291.2,546966.7,388.0,31.14,12.46,2400.0,3.0,194291.2,546966.7,111,30,2514.1,26.76,400.0,136.75
E1 저층부 확대(경계 확장),45,2.0,172.5,194263.2,546952.7,216.6,20.81,10.41,3000.0,3.0,194291.2,546966.7,111,24,3127.5,33.29,400.0,136.75
E1 저층부 확대(경계 확장),43,3.0,172.5,194277.2,546938.7,411.5,35.14,11.71,2400.0,2.2,194319.2,546952.7,111,24,2506.7,26.68,400.0,130.85
E1 저층부 확대(경계 확장),43,2.5,172.5,194277.2,546938.7,290.3,26.94,10.78,2800.0,4.0,194305.2,546952.7,111,16,2933.3,31.22,400.0,130.85
E1 저층부 확대(경계 확장),43,2.5,157.5,194291.2,546938.7,229.7,23.96,9.59,3000.0,3.0,194305.2,546952.7,111,28,3127.5,33.29,400.0,130.85
E1 저층부 확대(경계 확장),41,3.0,157.5,194277.2,546952.7,438.1,36.25,12.08,2400.0,3.0,194319.2,546952.7,111,34,2514.1,26.76,400.0,124.95
E2 층수 하향(범위 밖 참고),39,3.0,165.0,194283.2,546944.7,330.3,31.48,10.49,2800.0,1.6,194283.2,546960.7,111,28,2909.8,30.97,400.0,119.05
