family,stage,floors,top_floors,height_m,new_fail,new_ok,new_fail_bld,new_ok_bld,new_fail_pg,gfa_m2,far_pct,service_m2,real_m2,coverage_m2,bcr_pct,daylight_ratio,dong_gap_m,dong_gap_ratio,n_dong,mean_total_h,min_short_m,label,design
단일+저층부,5 미세조정,54,54,182.2,66,40,31,17,35,37580,400.0,8444,46024,4133,43.99,0.142,inf,inf,2,3.618,12.94,54층 359㎡(27.7×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.142, 170.0, 194325.1, 546971.4, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,66,40,31,17,35,37580,400.0,8437,46017,4133,43.99,0.135,inf,inf,2,3.615,12.71,53층 366㎡(28.8×12.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.268, 174.0, 194325.1, 546973.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,66,40,31,17,35,37580,400.0,8712,46292,4133,43.99,0.141,inf,inf,2,3.615,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 174.0, 194325.1, 546971.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,67,37,31,17,36,37580,400.0,8514,46094,4133,43.99,0.121,inf,inf,2,3.632,12.81,55층 352㎡(27.4×12.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.142, 166.0, 194330.1, 546966.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,67,37,31,17,36,37580,400.0,8374,45954,4133,43.99,0.121,inf,inf,2,3.63,13.08,53층 366㎡(28.0×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.142, 166.0, 194330.1, 546966.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,67,37,31,17,36,37580,400.0,8492,46072,4133,43.99,0.126,inf,inf,2,3.627,12.94,55층 352㎡(27.2×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.1, 166.0, 194330.1, 546968.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,67,36,31,17,36,37580,400.0,8444,46024,4133,43.99,0.095,inf,inf,2,3.627,12.94,54층 359㎡(27.7×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.142, 166.0, 194330.1, 546963.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,68,36,31,17,37,37580,400.0,8374,45954,4133,43.99,0.056,inf,inf,2,3.632,13.08,53층 366㎡(28.0×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.142, 174.0, 194332.6, 546963.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,68,39,31,19,37,37580,400.0,8600,46180,4133,43.99,0.127,inf,inf,2,3.624,11.72,52층 374㎡(31.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.7216, 170.0, 194325.1, 546966.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,46,46,155.8,68,36,31,17,37,37580,400.0,7815,45395,4133,43.99,0.084,inf,inf,2,3.622,14.5,46층 429㎡(29.6×14.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[428.78, 2.04, 176.0, 194331.6, 546966.9, 46]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,69,39,31,19,38,37580,400.0,8712,46292,4133,43.99,0.108,inf,inf,2,3.623,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 170.0, 194325.1, 546963.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,저층부고정 11m,51,51,172.3,69,39,31,17,38,37580,400.0,8670,46250,4133,43.99,0.124,inf,inf,2,3.614,11.29,51층 382㎡(33.9×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 3.0, 0, 194325.1, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,70,36,31,17,39,37581,400.0,8212,45793,4133,44.0,0.034,inf,inf,2,3.624,12.9,49층 400㎡(31.0×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.4, 0.0, 194331.6, 546961.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,70,38,31,17,39,37580,400.0,8787,46367,4133,43.99,0.104,inf,inf,2,3.612,11.02,52층 374㎡(33.9×11.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 3.078, 0.0, 194325.1, 546967.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,71,39,31,19,40,37580,400.0,8710,46290,4133,43.99,0.053,inf,inf,2,3.631,11.14,51층 382㎡(34.3×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 3.078, 172.0, 194325.1, 546959.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,71,38,31,17,40,37580,400.0,8710,46290,4133,43.99,0.104,inf,inf,2,3.611,11.14,51층 382㎡(34.3×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 3.078, 0.0, 194325.1, 546967.4, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,48,48,162.4,71,37,31,17,40,37580,400.0,8137,45717,4133,43.99,0.084,inf,inf,2,3.61,13.05,48층 409㎡(31.3×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[408.84, 2.4, 0.0, 194326.6, 546964.4, 48]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,72,37,31,17,41,37580,400.0,8395,45975,4133,43.99,0.087,inf,inf,2,3.604,11.66,47층 419㎡(35.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.078, 4.0, 194327.6, 546967.4, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,72,37,31,17,41,37580,400.0,8476,46056,4133,43.99,0.084,inf,inf,2,3.604,11.37,47층 419㎡(36.8×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.24, 4.0, 194327.6, 546967.4, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,73,37,31,17,42,37580,400.0,8395,45975,4133,43.99,0.049,inf,inf,2,3.618,11.66,47층 419㎡(35.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.078, 0.0, 194327.6, 546962.4, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,73,37,31,17,42,37580,400.0,8476,46056,4133,43.99,0.066,inf,inf,2,3.605,11.37,47층 419㎡(36.8×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.24, 4.0, 194327.6, 546964.9, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,76,43,31,22,45,37580,400.0,8439,46019,4133,43.99,0.111,inf,inf,2,3.624,11.84,49층 400㎡(33.7×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.85, 170.0, 194317.1, 546958.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,46,46,155.8,68,36,32,17,36,37580,400.0,8077,45657,4133,43.99,0.052,inf,inf,2,3.629,12.86,46층 429㎡(33.3×12.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[428.78, 2.592, 172.0, 194331.6, 546964.4, 46]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,68,36,32,17,36,37580,400.0,8037,45617,4133,43.99,0.071,inf,inf,2,3.624,13.99,49층 400㎡(28.5×14.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.04, 172.0, 194331.6, 546964.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,저층부고정 11m,45,45,152.5,68,37,32,17,36,37580,400.0,8195,45775,4133,43.99,0.157,inf,inf,2,3.618,12.1,45층 440㎡(36.3×12.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[439.5, 3.0, 170, 194325.1, 546969.9, 45]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,68,38,32,17,36,37580,400.0,8710,46290,4133,43.99,0.144,inf,inf,2,3.618,11.14,51층 382㎡(34.3×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 3.078, 172.0, 194325.1, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,68,39,32,17,36,37580,400.0,8712,46292,4133,43.99,0.137,inf,inf,2,3.617,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 174.0, 194325.1, 546968.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,68,38,32,17,36,37580,400.0,8593,46173,4133,43.99,0.146,inf,inf,2,3.617,11.41,50층 391㎡(34.2×11.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 3.0, 172.0, 194325.1, 546969.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,69,36,32,17,37,37580,400.0,8003,45583,4133,43.99,0.087,inf,inf,2,3.629,13.55,47층 419㎡(30.9×13.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 2.28, 172.0, 194331.6, 546966.9, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,69,37,32,17,37,37580,400.0,8495,46075,4133,43.99,0.132,inf,inf,2,3.624,12.18,52층 374㎡(30.7×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.52, 170.0, 194325.1, 546966.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,69,36,32,17,37,37580,400.0,8466,46046,4133,43.99,0.047,inf,inf,2,3.623,11.91,50층 391㎡(32.8×11.9m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.754, 0.0, 194332.6, 546964.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,저층부고정 11m,49,49,165.7,69,36,32,17,37,37580,400.0,8066,45646,4133,43.99,0.068,inf,inf,2,3.622,13.79,49층 400㎡(29.0×13.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.1, 170, 194329.1, 546961.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,69,39,32,17,37,37580,400.0,8430,46010,4133,43.99,0.142,inf,inf,2,3.615,12.5,52층 374㎡(29.9×12.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.394, 174.0, 194325.1, 546968.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,54,54,182.2,69,39,32,17,37,37580,400.0,8423,46003,4133,43.99,0.133,inf,inf,2,3.611,13.07,54층 359㎡(27.4×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[358.78, 2.1, 178.0, 194325.1, 546968.9, 54]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,70,37,32,17,38,37580,400.0,8834,46414,4133,43.99,0.108,inf,inf,2,3.622,11.01,53층 366㎡(33.3×11.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 3.024, 174.0, 194325.1, 546966.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,70,37,32,17,38,37580,400.0,8633,46213,4133,43.99,0.121,inf,inf,2,3.62,11.27,50층 391㎡(34.7×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 3.078, 172.0, 194325.1, 546967.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,70,37,32,17,38,37580,400.0,8516,46096,4133,43.99,0.127,inf,inf,2,3.619,11.71,50층 391㎡(33.4×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.85, 172.0, 194325.1, 546967.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,70,39,32,17,38,37580,400.0,8568,46148,4133,43.99,0.127,inf,inf,2,3.618,12.06,53층 366㎡(30.4×12.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.52, 178.0, 194325.1, 546968.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,70,39,32,17,38,37580,400.0,8495,46075,4133,43.99,0.128,inf,inf,2,3.618,12.18,52층 374㎡(30.7×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.52, 178.0, 194325.1, 546968.9, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,51,51,172.3,70,39,32,17,38,37580,400.0,8437,46017,4133,43.99,0.131,inf,inf,2,3.611,12.24,51층 382㎡(31.2×12.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[382.17, 2.55, 0.0, 194325.1, 546969.9, 51]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,45,45,152.5,70,37,32,17,38,37580,400.0,7740,45320,4133,43.99,0.133,inf,inf,2,3.611,14.68,45층 440㎡(29.9×14.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[439.5, 2.04, 172.0, 194326.6, 546966.9, 45]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,70,38,32,17,38,37580,400.0,8390,45970,4133,43.99,0.109,inf,inf,2,3.604,12.04,49층 400㎡(33.2×12.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.754, 4.0, 194327.6, 546969.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,70,38,32,17,38,37580,400.0,8516,46096,4133,43.99,0.107,inf,inf,2,3.603,11.71,50층 391㎡(33.4×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.85, 4.0, 194327.6, 546969.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,71,36,32,17,39,37580,400.0,8390,45970,4133,43.99,0.07,inf,inf,2,3.622,12.04,49층 400㎡(33.2×12.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.754, 168.0, 194327.6, 546962.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,44,44,149.2,71,36,32,17,39,37580,400.0,8056,45636,4133,43.99,0.039,inf,inf,2,3.621,12.51,44층 451㎡(36.0×12.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[450.77, 2.88, 0.0, 194331.6, 546964.4, 44]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,71,39,32,17,39,37580,400.0,8366,45946,4133,43.99,0.13,inf,inf,2,3.612,12.15,49층 400㎡(32.9×12.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.7075, 0.0, 194325.1, 546969.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,44,44,149.2,72,36,32,17,40,37580,400.0,7918,45498,4133,43.99,0.063,inf,inf,2,3.621,13.19,44층 451㎡(34.2×13.2m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[450.77, 2.592, 172.0, 194326.6, 546961.9, 44]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,46,46,155.8,72,36,32,17,40,37580,400.0,7815,45395,4133,43.99,0.053,inf,inf,2,3.611,14.5,46층 429㎡(29.6×14.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[428.78, 2.04, 0.0, 194329.1, 546961.9, 46]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,48,48,162.4,73,38,32,19,41,37580,400.0,8475,46055,4133,43.99,0.048,inf,inf,2,3.623,11.52,48층 409㎡(35.5×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[408.84, 3.078, 172.0, 194325.1, 546959.9, 48]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,73,37,32,17,41,37580,400.0,8636,46216,4133,43.99,0.044,inf,inf,2,3.622,11.1,49층 400㎡(36.0×11.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 3.24, 176.0, 194325.1, 546959.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,45,45,152.5,73,37,32,17,41,37580,400.0,7907,45487,4133,43.99,0.066,inf,inf,2,3.615,13.53,45층 440㎡(32.5×13.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[439.5, 2.4, 0.0, 194329.1, 546964.4, 45]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,74,37,32,17,42,37580,400.0,8308,45888,4133,43.99,0.046,inf,inf,2,3.609,12.42,49층 400㎡(32.2×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.592, 4.0, 194329.1, 546961.9, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,79,42,32,22,47,37580,400.0,8511,46091,4133,43.99,0.044,inf,inf,2,3.637,12.11,52층 374㎡(30.9×12.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.55, 174.0, 194317.1, 546951.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,저층부고정 11m,55,55,185.5,79,45,32,20,47,37580,400.0,8345,45925,4133,43.99,0.219,inf,inf,2,3.614,13.98,55층 352㎡(25.2×14.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 1.8, 170, 194313.1, 546965.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,80,40,32,20,48,37580,400.0,8667,46247,4133,43.99,0.079,inf,inf,2,3.63,11.46,52층 374㎡(32.6×11.5m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.85, 162.0, 194314.6, 546951.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,81,41,32,20,49,37580,400.0,8742,46322,4133,43.99,0.113,inf,inf,2,3.628,11.34,53층 366㎡(32.3×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.85, 162.0, 194314.6, 546953.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,81,40,32,20,49,37580,400.0,8362,45942,4133,43.99,0.123,inf,inf,2,3.626,12.38,50층 391㎡(31.6×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 2.55, 162.0, 194314.6, 546953.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,68,37,33,17,35,37580,400.0,8712,46292,4133,43.99,0.151,inf,inf,2,3.621,11.81,55층 352㎡(29.8×11.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.52, 166.0, 194325.1, 546966.4, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,69,41,33,17,36,37580,400.0,8202,45782,4133,43.99,0.129,inf,inf,2,3.606,14.32,53층 366㎡(25.6×14.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 1.785, 178.0, 194325.1, 546976.4, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,70,36,33,17,37,37580,400.0,8037,45617,4133,43.99,0.047,inf,inf,2,3.631,13.99,49층 400㎡(28.5×14.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.04, 176.0, 194334.1, 546964.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,50,50,169.0,70,39,33,19,37,37580,400.0,8633,46213,4133,43.99,0.136,inf,inf,2,3.623,11.27,50층 391㎡(34.7×11.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 3.078, 168.0, 194325.1, 546967.4, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,70,36,33,17,37,37581,400.0,8235,45815,4133,44.0,0.043,inf,inf,2,3.62,12.33,47층 419㎡(34.0×12.3m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 2.754, 0.0, 194332.6, 546964.9, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,48,48,162.4,70,37,33,17,37,37580,400.0,8137,45717,4133,43.99,0.073,inf,inf,2,3.619,13.05,48층 409㎡(31.3×13.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[408.84, 2.4, 0.0, 194331.6, 546966.9, 48]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,저층부고정 11m,50,50,169.0,70,37,33,17,37,37580,400.0,7877,45457,4133,43.99,0.125,inf,inf,2,3.598,16.14,50층 391㎡(24.2×16.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[390.67, 1.5, 0, 194329.1, 546969.9, 50]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,55,55,185.5,71,39,33,19,38,37580,400.0,8514,46094,4133,43.99,0.117,inf,inf,2,3.623,12.81,55층 352㎡(27.4×12.8m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[351.6, 2.142, 170.0, 194325.1, 546963.9, 55]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,47,47,159.1,71,36,33,17,38,37580,400.0,8395,45975,4133,43.99,0.057,inf,inf,2,3.622,11.66,47층 419㎡(35.9×11.7m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[418.57, 3.078, 168.0, 194327.6, 546962.4, 47]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,53,53,178.9,72,44,33,21,39,37580,400.0,8568,46148,4133,43.99,0.178,inf,inf,2,3.615,12.06,53층 366㎡(30.4×12.1m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[366.25, 2.52, 170.0, 194320.1, 546968.9, 53]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,52,52,175.6,72,39,33,17,39,37580,400.0,8445,46025,4133,43.99,0.114,inf,inf,2,3.612,12.43,52층 374㎡(30.1×12.4m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[374.04, 2.4225, 0.0, 194325.1, 546967.4, 52]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
단일+저층부,5 미세조정,49,49,165.7,73,38,33,17,40,37580,400.0,8390,45970,4133,43.99,0.11,inf,inf,2,3.607,12.04,49층 400㎡(33.2×12.0m) + 저층부 5층 4000㎡(84.9×47.1m),"{""towers"": [[399.55, 2.754, 0.0, 194325.1, 546967.4, 49]], ""podium"": [4000.0, 1.8025, 52.04, 194307.2, 546952.7, 5], ""detached"": false}"
