학교,층,X,Y,Z,창면방위,현황_연속h,현황_총h,현황_충족,신축_연속h,신축_총h,신축_충족,총h변화
40-2 여의도여자고등학교,1,194312.02,547024.61,1.2,142.1,1.0,1.17,불충족,1.0,1.17,불충족,0.0
40-2 여의도여자고등학교,2,194312.02,547024.61,4.7,142.1,1.5,2.17,불충족,1.5,1.83,불충족,-0.34
40-2 여의도여자고등학교,3,194312.02,547024.61,8.2,142.1,1.83,2.83,불충족,1.83,2.17,불충족,-0.66
40-2 여의도여자고등학교,4,194312.02,547024.61,11.7,142.1,2.33,3.33,충족,2.33,2.67,충족,-0.66
40-2 여의도여자고등학교,5,194312.02,547024.61,15.2,142.1,3.83,4.0,충족,2.5,3.0,충족,-1.0
40-2 여의도여자고등학교,1,194308.05,547021.52,1.2,142.1,1.83,2.0,불충족,1.83,1.83,불충족,-0.17
40-2 여의도여자고등학교,2,194308.05,547021.52,4.7,142.1,2.17,2.67,충족,2.17,2.33,충족,-0.34
40-2 여의도여자고등학교,3,194308.05,547021.52,8.2,142.1,2.67,3.67,충족,2.67,2.83,충족,-0.84
40-2 여의도여자고등학교,4,194308.05,547021.52,11.7,142.1,3.17,4.17,충족,3.17,3.33,충족,-0.84
40-2 여의도여자고등학교,5,194308.05,547021.52,15.2,142.1,5.0,5.0,충족,3.67,4.0,충족,-1.0
40-2 여의도여자고등학교,1,194304.07,547018.42,1.2,142.1,2.5,2.5,충족,2.5,2.5,충족,0.0
40-2 여의도여자고등학교,2,194304.07,547018.42,4.7,142.1,3.0,3.33,충족,3.0,3.17,충족,-0.16
40-2 여의도여자고등학교,3,194304.07,547018.42,8.2,142.1,3.33,4.17,충족,3.33,3.5,충족,-0.67
40-2 여의도여자고등학교,4,194304.07,547018.42,11.7,142.1,3.83,4.83,충족,3.83,4.0,충족,-0.83
40-2 여의도여자고등학교,5,194304.07,547018.42,15.2,142.1,4.33,5.83,충족,4.33,4.67,충족,-1.16
40-2 여의도여자고등학교,1,194300.1,547015.33,1.2,142.1,2.5,2.5,충족,2.5,2.5,충족,0.0
40-2 여의도여자고등학교,2,194300.1,547015.33,4.7,142.1,2.83,3.17,충족,2.83,3.0,충족,-0.17
40-2 여의도여자고등학교,3,194300.1,547015.33,8.2,142.1,3.17,4.17,충족,3.17,3.33,충족,-0.84
40-2 여의도여자고등학교,4,194300.1,547015.33,11.7,142.1,3.83,5.0,충족,3.83,4.0,충족,-1.0
40-2 여의도여자고등학교,5,194300.1,547015.33,15.2,142.1,4.33,5.67,충족,4.33,4.5,충족,-1.17
40-2 여의도여자고등학교,1,194296.12,547012.23,1.2,142.1,2.33,2.5,충족,2.33,2.5,충족,0.0
40-2 여의도여자고등학교,2,194296.12,547012.23,4.7,142.1,2.5,3.0,충족,2.5,2.67,충족,-0.33
40-2 여의도여자고등학교,3,194296.12,547012.23,8.2,142.1,3.0,4.17,충족,3.0,3.33,충족,-0.84
40-2 여의도여자고등학교,4,194296.12,547012.23,11.7,142.1,3.33,4.83,충족,3.33,3.67,충족,-1.16
40-2 여의도여자고등학교,5,194296.12,547012.23,15.2,142.1,4.17,5.67,충족,4.17,4.5,충족,-1.17
40-2 여의도여자고등학교,1,194292.08,547013.21,1.2,232.1,1.17,1.67,불충족,1.17,1.67,불충족,0.0
40-2 여의도여자고등학교,2,194292.08,547013.21,4.7,232.1,1.5,2.33,불충족,1.5,2.0,불충족,-0.33
40-2 여의도여자고등학교,3,194292.08,547013.21,8.2,232.1,1.83,3.33,불충족,1.83,2.5,불충족,-0.83
40-2 여의도여자고등학교,4,194292.08,547013.21,11.7,232.1,2.17,4.0,충족,2.17,2.83,충족,-1.17
40-2 여의도여자고등학교,5,194292.08,547013.21,15.2,232.1,2.67,5.0,충족,2.67,3.83,충족,-1.17
40-2 여의도여자고등학교,1,194288.99,547017.19,1.2,232.1,1.17,2.5,불충족,1.17,2.17,불충족,-0.33
40-2 여의도여자고등학교,2,194288.99,547017.19,4.7,232.1,1.83,3.33,불충족,1.5,2.5,불충족,-0.83
40-2 여의도여자고등학교,3,194288.99,547017.19,8.2,232.1,2.0,3.83,충족,1.83,3.0,불충족,-0.83
40-2 여의도여자고등학교,4,194288.99,547017.19,11.7,232.1,2.5,4.67,충족,2.17,3.5,충족,-1.17
40-2 여의도여자고등학교,5,194288.99,547017.19,15.2,232.1,5.83,5.83,충족,4.17,4.67,충족,-1.16
40-2 여의도여자고등학교,1,194285.89,547021.16,1.2,232.1,2.0,3.17,충족,1.17,2.5,불충족,-0.67
40-2 여의도여자고등학교,2,194285.89,547021.16,4.7,232.1,2.17,3.67,충족,1.5,2.83,불충족,-0.84
40-2 여의도여자고등학교,3,194285.89,547021.16,8.2,232.1,2.5,4.33,충족,1.83,3.5,불충족,-0.83
40-2 여의도여자고등학교,4,194285.89,547021.16,11.7,232.1,3.33,5.33,충족,2.0,4.33,충족,-1.0
40-2 여의도여자고등학교,5,194285.89,547021.16,15.2,232.1,5.83,5.83,충족,4.0,4.67,충족,-1.16
40-2 여의도여자고등학교,1,194282.79,547025.14,1.2,232.1,2.33,3.5,충족,1.17,3.0,불충족,-0.5
40-2 여의도여자고등학교,2,194282.79,547025.14,4.7,232.1,2.5,4.0,충족,1.5,3.33,불충족,-0.67
40-2 여의도여자고등학교,3,194282.79,547025.14,8.2,232.1,3.17,4.83,충족,1.67,4.0,충족,-0.83
40-2 여의도여자고등학교,4,194282.79,547025.14,11.7,232.1,5.83,5.83,충족,4.0,4.67,충족,-1.16
40-2 여의도여자고등학교,5,194282.79,547025.14,15.2,232.1,5.83,5.83,충족,4.0,4.67,충족,-1.16
40-3 (학교명 미상),1,194442.07,547031.77,1.2,142.0,3.67,5.5,충족,3.67,5.5,충족,0.0
40-3 (학교명 미상),2,194442.07,547031.77,4.7,142.0,3.83,6.17,충족,3.83,6.17,충족,0.0
40-3 (학교명 미상),3,194442.07,547031.77,8.2,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),4,194442.07,547031.77,11.7,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),1,194438.04,547028.63,1.2,142.0,4.0,5.5,충족,4.0,5.5,충족,0.0
40-3 (학교명 미상),2,194438.04,547028.63,4.7,142.0,4.0,6.0,충족,4.0,6.0,충족,0.0
40-3 (학교명 미상),3,194438.04,547028.63,8.2,142.0,4.33,6.67,충족,4.33,6.67,충족,0.0
40-3 (학교명 미상),4,194438.04,547028.63,11.7,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),1,194434.02,547025.48,1.2,142.0,4.33,5.5,충족,4.33,5.5,충족,0.0
40-3 (학교명 미상),2,194434.02,547025.48,4.7,142.0,4.33,5.67,충족,4.33,5.67,충족,0.0
40-3 (학교명 미상),3,194434.02,547025.48,8.2,142.0,4.33,6.17,충족,4.33,6.17,충족,0.0
40-3 (학교명 미상),4,194434.02,547025.48,11.7,142.0,4.83,7.0,충족,4.83,7.0,충족,0.0
40-3 (학교명 미상),1,194430.0,547022.34,1.2,142.0,4.67,5.67,충족,4.67,5.67,충족,0.0
40-3 (학교명 미상),2,194430.0,547022.34,4.7,142.0,4.67,5.67,충족,4.67,5.67,충족,0.0
40-3 (학교명 미상),3,194430.0,547022.34,8.2,142.0,4.67,6.0,충족,4.67,6.0,충족,0.0
40-3 (학교명 미상),4,194430.0,547022.34,11.7,142.0,4.83,6.5,충족,4.83,6.5,충족,0.0
40-3 (학교명 미상),1,194425.98,547019.2,1.2,142.0,5.0,5.83,충족,5.0,5.83,충족,0.0
40-3 (학교명 미상),2,194425.98,547019.2,4.7,142.0,5.0,5.83,충족,5.0,5.83,충족,0.0
40-3 (학교명 미상),3,194425.98,547019.2,8.2,142.0,5.0,5.83,충족,5.0,5.83,충족,0.0
40-3 (학교명 미상),4,194425.98,547019.2,11.7,142.0,5.0,6.17,충족,5.0,6.17,충족,0.0
40-3 (학교명 미상),1,194421.95,547016.05,1.2,142.0,5.5,6.17,충족,5.5,6.17,충족,0.0
40-3 (학교명 미상),2,194421.95,547016.05,4.7,142.0,5.5,6.17,충족,5.5,6.17,충족,0.0
40-3 (학교명 미상),3,194421.95,547016.05,8.2,142.0,5.5,6.17,충족,5.5,6.17,충족,0.0
40-3 (학교명 미상),4,194421.95,547016.05,11.7,142.0,5.5,6.17,충족,5.5,6.17,충족,0.0
40-3 (학교명 미상),1,194417.93,547012.91,1.2,142.0,6.0,6.5,충족,6.0,6.5,충족,0.0
40-3 (학교명 미상),2,194417.93,547012.91,4.7,142.0,6.0,6.5,충족,6.0,6.5,충족,0.0
40-3 (학교명 미상),3,194417.93,547012.91,8.2,142.0,6.0,6.5,충족,6.0,6.5,충족,0.0
40-3 (학교명 미상),4,194417.93,547012.91,11.7,142.0,6.0,6.5,충족,6.0,6.5,충족,0.0
40-3 (학교명 미상),1,194413.91,547009.77,1.2,142.0,6.33,6.67,충족,6.33,6.67,충족,0.0
40-3 (학교명 미상),2,194413.91,547009.77,4.7,142.0,6.33,6.67,충족,6.33,6.67,충족,0.0
40-3 (학교명 미상),3,194413.91,547009.77,8.2,142.0,6.33,6.67,충족,6.33,6.67,충족,0.0
40-3 (학교명 미상),4,194413.91,547009.77,11.7,142.0,6.33,6.67,충족,6.33,6.67,충족,0.0
40-3 (학교명 미상),1,194409.88,547006.63,1.2,142.0,6.5,6.5,충족,6.5,6.5,충족,0.0
40-3 (학교명 미상),2,194409.88,547006.63,4.7,142.0,6.5,6.5,충족,6.5,6.5,충족,0.0
40-3 (학교명 미상),3,194409.88,547006.63,8.2,142.0,6.5,6.5,충족,6.5,6.5,충족,0.0
40-3 (학교명 미상),4,194409.88,547006.63,11.7,142.0,6.67,6.67,충족,6.67,6.67,충족,0.0
40-3 (학교명 미상),1,194405.86,547003.48,1.2,142.0,6.67,6.67,충족,6.67,6.67,충족,0.0
40-3 (학교명 미상),2,194405.86,547003.48,4.7,142.0,6.67,6.67,충족,6.67,6.67,충족,0.0
40-3 (학교명 미상),3,194405.86,547003.48,8.2,142.0,6.83,6.83,충족,6.83,6.83,충족,0.0
40-3 (학교명 미상),4,194405.86,547003.48,11.7,142.0,6.83,6.83,충족,6.83,6.83,충족,0.0
40-3 (학교명 미상),1,194401.84,547000.34,1.2,142.0,6.83,6.83,충족,6.83,6.83,충족,0.0
40-3 (학교명 미상),2,194401.84,547000.34,4.7,142.0,6.83,6.83,충족,6.83,6.83,충족,0.0
40-3 (학교명 미상),3,194401.84,547000.34,8.2,142.0,6.83,6.83,충족,6.83,6.83,충족,0.0
40-3 (학교명 미상),4,194401.84,547000.34,11.7,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),1,194397.82,546997.2,1.2,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),2,194397.82,546997.2,4.7,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),3,194397.82,546997.2,8.2,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),4,194397.82,546997.2,11.7,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),1,194393.79,546994.05,1.2,142.0,7.0,7.0,충족,7.0,7.0,충족,0.0
40-3 (학교명 미상),2,194393.79,546994.05,4.7,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),3,194393.79,546994.05,8.2,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),4,194393.79,546994.05,11.7,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),1,194389.77,546990.91,1.2,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),2,194389.77,546990.91,4.7,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),3,194389.77,546990.91,8.2,142.0,7.17,7.17,충족,7.17,7.17,충족,0.0
40-3 (학교명 미상),4,194389.77,546990.91,11.7,142.0,7.33,7.33,충족,7.33,7.33,충족,0.0
40-3 (학교명 미상),1,194385.75,546987.77,1.2,142.0,7.33,7.33,충족,7.33,7.33,충족,0.0
40-3 (학교명 미상),2,194385.75,546987.77,4.7,142.0,7.33,7.33,충족,7.33,7.33,충족,0.0
40-3 (학교명 미상),3,194385.75,546987.77,8.2,142.0,7.33,7.33,충족,7.33,7.33,충족,0.0
40-3 (학교명 미상),4,194385.75,546987.77,11.7,142.0,7.33,7.33,충족,7.33,7.33,충족,0.0
40-3 (학교명 미상),1,194381.49,546987.37,1.2,232.0,6.0,6.0,충족,6.0,6.0,충족,0.0
40-3 (학교명 미상),2,194381.49,546987.37,4.7,232.0,6.0,6.0,충족,6.0,6.0,충족,0.0
40-3 (학교명 미상),3,194381.49,546987.37,8.2,232.0,6.0,6.0,충족,6.0,6.0,충족,0.0
40-3 (학교명 미상),4,194381.49,546987.37,11.7,232.0,6.0,6.0,충족,6.0,6.0,충족,0.0
40-3 (학교명 미상),1,194378.35,546991.39,1.2,232.0,5.67,5.67,충족,5.67,5.67,충족,0.0
40-3 (학교명 미상),2,194378.35,546991.39,4.7,232.0,5.67,5.67,충족,5.67,5.67,충족,0.0
40-3 (학교명 미상),3,194378.35,546991.39,8.2,232.0,5.67,5.67,충족,5.67,5.67,충족,0.0
40-3 (학교명 미상),4,194378.35,546991.39,11.7,232.0,5.67,5.67,충족,5.67,5.67,충족,0.0
